patch,offset,count-ms,lookup-mus-1,lookup-mus-50,lookup-mus-100,lookup-mus-inf,results1,results50,results100,resultsinf
0,0,3,3,16,21,15,1,50,55,55
0,500,5,19,20,14,12,0,0,0,0
1,0,9967,980,23097,4121,3686,1,50,59,59
1,500,2012,1898,1828,1745,1731,0,0,0,0
2,0,1659,171,2690,2578,2195,1,50,52,52
2,500,1141,1096,1094,1095,1096,0,0,0,0
3,0,1162,128,1900,1926,1897,1,47,47,47
3,500,1161,1108,1106,1106,1107,0,0,0,0
4,0,1153,121,1892,1893,1891,1,48,48,48
4,500,1153,1101,1099,1099,1099,0,0,0,0
5,0,1151,120,1888,1887,1887,1,49,49,49
5,500,1151,1098,1096,1095,1097,0,0,0,0
6,0,1151,122,1894,1891,1891,1,46,46,46
6,500,1397,1103,1101,1101,1101,0,0,0,0
7,0,1152,118,1885,1888,1889,1,50,50,50
7,500,1151,1099,1097,1096,1096,0,0,0,0
8,0,1151,119,1879,1887,1884,1,50,51,51
8,500,1152,1098,1096,1096,1096,0,0,0,0
9,0,1150,118,1844,1883,1881,1,50,54,54
9,500,1144,1095,1672,1096,1095,0,0,0,0
