patch,offset,count-ms,lookup-mus-1,lookup-mus-50,lookup-mus-100,lookup-mus-inf,results1,results50,results100,resultsinf
0,0,6,3,21,16,10,1,50,56,56
0,500,7,14,19,15,14,0,0,0,0
1,0,6931,183,17157,4226,3731,1,50,60,60
1,500,1911,1804,1717,1650,1606,0,0,0,0
2,0,1570,116,2584,2582,2462,1,50,56,56
2,500,1306,1191,966,966,967,0,0,0,0
3,0,1015,72,1767,1770,1770,1,50,50,50
3,500,1015,969,968,974,969,0,0,0,0
4,0,1016,72,1739,1772,1771,1,50,54,54
4,500,1016,969,968,968,968,0,0,0,0
5,0,1016,73,1767,1768,1766,1,47,47,47
5,500,1016,1218,970,976,970,0,0,0,0
6,0,1023,74,1782,1780,1776,1,50,50,50
6,500,1019,977,970,975,969,0,0,0,0
7,0,1026,73,1770,1778,1779,1,50,52,52
7,500,1020,971,970,969,969,0,0,0,0
8,0,1016,72,1777,1775,1775,1,48,48,48
8,500,1016,969,968,968,969,0,0,0,0
9,0,1017,73,1775,1775,1776,1,46,46,46
9,500,1016,969,967,967,966,0,0,0,0
