patch,offset,count-ms,lookup-mus-1,lookup-mus-50,lookup-mus-100,lookup-mus-inf,results1,results50,results100,resultsinf
0,0,5,2,20,16,17,1,50,54,54
0,500,5,13,15,17,12,0,0,0,0
1,0,2454,99,10786,3193,2986,1,50,54,54
1,500,1497,1430,1389,1362,1310,0,0,0,0
2,0,1293,88,2330,1776,1775,1,42,42,42
2,500,964,920,918,919,919,0,0,0,0
3,0,985,86,1798,1793,1796,1,40,40,40
3,500,985,942,942,940,940,0,0,0,0
4,0,989,85,2032,1791,1788,1,43,43,43
4,500,990,942,941,941,940,0,0,0,0
5,0,990,86,1800,1800,1798,1,43,43,43
5,500,989,943,942,941,941,0,0,0,0
6,0,989,85,1776,1777,1777,1,41,41,41
6,500,986,941,939,939,939,0,0,0,0
7,0,986,84,1779,1778,1779,1,39,39,39
7,500,985,941,940,941,940,0,0,0,0
8,0,985,84,1776,1774,1776,1,43,43,43
8,500,985,940,939,939,937,0,0,0,0
9,0,984,85,1773,1774,1775,1,42,42,42
9,500,983,939,938,938,938,0,0,0,0
