patch,offset,count-ms,lookup-mus-1,lookup-mus-50,lookup-mus-100,lookup-mus-inf,results1,results50,results100,resultsinf
0,0,7,6,19,15,16,1,50,54,54
0,500,5,12,12,16,16,0,0,0,0
1,0,7773,214,11294,3225,3023,1,50,54,54
1,500,1490,1432,1378,1362,1304,0,0,0,0
2,0,1302,123,2312,1819,1820,1,48,48,48
2,500,976,932,931,932,930,0,0,0,0
3,0,977,91,1812,1810,1810,1,48,48,48
3,500,977,932,930,931,932,0,0,0,0
4,0,1011,126,1851,1851,1850,1,44,44,44
4,500,1012,969,966,966,967,0,0,0,0
5,0,978,92,2053,1813,1819,1,46,46,46
5,500,978,933,932,932,932,0,0,0,0
6,0,978,93,1816,1814,1814,1,49,49,49
6,500,978,931,931,930,930,0,0,0,0
7,0,978,93,1812,1815,1813,1,43,43,43
7,500,976,932,931,930,932,0,0,0,0
8,0,952,68,1780,1779,1779,1,44,44,44
8,500,950,907,906,905,906,0,0,0,0
9,0,951,68,1778,1777,1778,1,42,42,42
9,500,951,906,905,906,906,0,0,0,0
