patch,offset,count-ms,lookup-mus-1,lookup-mus-50,lookup-mus-100,lookup-mus-inf,results1,results50,results100,resultsinf
0,0,6,3,14,23,11,1,50,60,60
0,500,7,12,22,16,12,0,0,0,0
1,0,8132,195,18296,4774,4221,1,50,64,64
1,500,2208,2055,1963,1888,1824,0,0,0,0
2,0,1807,134,2850,2841,2431,1,50,55,55
2,500,1220,1173,1170,1170,1169,0,0,0,0
3,0,1211,72,1977,2088,2060,1,50,54,54
3,500,1213,1159,1158,1157,1158,0,0,0,0
4,0,1211,73,1966,2055,2056,1,50,56,56
4,500,1210,1160,1158,1158,1158,0,0,0,0
5,0,1214,75,2012,2067,2066,1,50,54,54
5,500,1213,1163,1162,1161,1162,0,0,0,0
6,0,1213,76,1916,2064,2061,1,50,58,58
6,500,1214,1163,1162,1161,1161,0,0,0,0
7,0,1214,73,1942,2065,2064,1,50,56,56
7,500,1212,1161,1159,1158,1159,0,0,0,0
8,0,1209,73,2049,2054,2053,1,50,50,50
8,500,1210,1160,1159,1157,1158,0,0,0,0
9,0,1206,72,2036,2047,2047,1,50,52,52
9,500,1205,1157,1154,1154,1155,0,0,0,0
