patch,offset,count-ms,lookup-mus-1,lookup-mus-50,lookup-mus-100,lookup-mus-inf,results1,results50,results100,resultsinf
0,0,0.005,0.003,0.019,0.019,0.015,0.001,0.05,0.056,0.056
0,500,0.005,0.013,0.019,0.016,0.013,0,0,0,0
1,0,7.647,0.195,16.537,4.157,3.699,0.001,0.05,0.057,0.057
1,500,1.911,1.818,1.73,1.661,1.606,0,0,0,0
2,0,1.57,0.112,2.638,2.545,2.346,0.001,0.05,0.051,0.051
2,500,1.169,1.096,1.018,0.988,0.977,0,0,0,0
3,0,1.034,0.084,1.813,1.859,1.838,0.001,0.05,0.05,0.05
3,500,1.036,0.993,0.992,0.992,0.992,0,0,0,0
4,0,1.04,0.086,1.839,1.851,1.85,0.001,0.049,0.049,0.049
4,500,1.051,0.994,0.995,0.994,0.993,0,0,0,0
5,0,1.041,0.087,1.826,1.825,1.825,0.001,0.047,0.047,0.047
5,500,1.033,0.997,0.993,0.994,0.993,0,0,0,0
6,0,1.044,0.089,1.822,1.891,1.831,0.001,0.047,0.047,0.047
6,500,1.043,0.995,0.994,0.993,0.994,0,0,0,0
7,0,1.031,0.09,1.828,1.871,1.84,0.001,0.049,0.049,0.049
7,500,1.042,0.997,0.994,0.993,0.993,0,0,0,0
8,0,1.043,0.078,1.832,1.83,1.847,0.001,0.048,0.048,0.048
8,500,1.038,0.993,0.993,0.992,0.992,0,0,0,0
9,0,1.034,0.087,1.826,1.826,1.827,0.001,0.047,0.047,0.047
9,500,1.038,0.992,0.992,0.991,0.994,0,0,0,0
