patch,offset,count-ms,lookup-mus-1,lookup-mus-50,lookup-mus-100,lookup-mus-inf,results1,results50,results100,resultsinf
0,0,5,2,23,19,16,1,50,55,55
0,500,5,13,24,18,13,0,0,0,0
1,0,5000,106,17226,3615,3285,1,50,55,55
1,500,1726,1675,1573,1534,1465,0,0,0,0
2,0,1456,125,2525,2414,2211,1,47,47,47
2,500,1002,965,963,963,963,0,0,0,0
3,0,1034,84,1731,1742,1742,1,50,50,50
3,500,1001,964,964,963,964,0,0,0,0
4,0,1011,90,1754,1754,1756,1,49,49,49
4,500,1012,971,971,971,970,0,0,0,0
5,0,1009,89,1749,1748,1750,1,43,43,43
5,500,1009,973,972,972,972,0,0,0,0
6,0,1005,83,1744,1758,1743,1,46,46,46
6,500,1237,966,964,964,965,0,0,0,0
7,0,1008,82,1742,1741,1743,1,46,46,46
7,500,1006,965,965,964,964,0,0,0,0
8,0,1010,83,1743,1740,1742,1,48,48,48
8,500,1009,965,971,964,964,0,0,0,0
9,0,1008,82,1742,1739,1738,1,46,46,46
9,500,1007,963,963,962,963,0,0,0,0
