versionstart,versionend,ms
0,0,0.415204
0,1,0.388796
0,2,0.381408
0,3,0.377082
0,4,0.377898
0,5,0.371551
0,6,0.371878
0,7,0.371837
0,8,0.370469
0,9,0.368102
0,10,0.37202
0,11,0.375776
0,12,0.372388
0,13,0.378
0,14,0.386735
0,15,0.385163
0,16,0.386837
0,17,0.382
0,18,0.388959
0,19,0.389204
0,20,0.388571
0,21,0.387449
0,22,0.391796
0,23,0.39051
0,24,0.39302
0,25,0.389041
0,26,0.391531
0,27,0.392755
0,28,0.395776
0,29,0.399612
0,30,0.396755
0,31,0.39851
0,32,0.40049
0,33,0.392041
0,34,0.394878
0,35,0.395959
0,36,0.399
0,37,0.396347
0,38,0.398367
0,39,0.398429
0,40,0.399755
0,41,0.398571
0,42,0.402061
0,43,0.397714
0,44,0.41149
0,45,0.405408
0,46,0.403163
0,47,0.405041
0,48,0.411449
0,49,0.409327
0,50,0.411694
0,51,0.414041
0,52,0.414592
0,53,0.408959
0,54,0.416245
0,55,0.409
0,56,0.411816
0,57,0.408918
0,58,0.417429
0,59,0.418306
0,60,0.413878
0,61,0.413429
0,62,0.419265
0,63,0.418306
0,64,0.415061
0,65,0.419041
0,66,0.412898
0,67,0.420184
0,68,0.412959
0,69,0.419184
0,70,0.420837
0,71,0.421163
0,72,0.423429
0,73,0.421102
0,74,0.425286
0,75,0.421184
0,76,0.427061
0,77,0.422469
0,78,0.424388
0,79,0.425408
0,80,0.430041
0,81,0.428327
0,82,0.426694
0,83,0.429041
0,84,0.428408
0,85,0.426122
0,86,0.427347
0,87,0.422224
