patch_start,patch_end,offset,limit,count-ms,lookup-mus,results
0,1,0,-2,72,39,0
0,2,0,-2,74,39,0
0,3,0,-2,75,39,0
1,3,0,-2,114,39,0
0,4,0,-2,74,40,0
2,4,0,-2,119,40,0
0,5,0,-2,75,39,0
2,5,0,-2,116,39,0
0,6,0,-2,74,39,0
3,6,0,-2,116,39,0
0,7,0,-2,74,38,0
3,7,0,-2,116,39,0
0,8,0,-2,74,40,0
4,8,0,-2,120,39,0
0,9,0,-2,79,39,0
4,9,0,-2,118,39,0
