<version>,<mean_time>,<total>
0,0.0303846,0.395
1,0.0307692,0.4
2,0.0339231,0.441
3,0.0369231,0.48
4,0.037,0.481
5,0.0427692,0.556
6,0.0392308,0.51
7,0.0415385,0.54
8,0.0390769,0.508
9,0.0467692,0.608
10,0.0444615,0.578
11,0.0453846,0.59
12,0.0522308,0.679
13,0.0526923,0.685
14,0.0542308,0.705
15,0.0550769,0.716
16,0.0621538,0.808
17,0.0636923,0.828
18,0.0661538,0.86
19,0.0665385,0.865
20,0.0706154,0.918
21,0.0742308,0.965
22,0.0759231,0.987
23,0.0789231,1.026
24,0.0760769,0.989
25,0.0793077,1.031
26,0.0856154,1.113
27,0.0868462,1.129
28,0.095,1.235
29,0.0957692,1.245
30,0.0975385,1.268
31,0.103769,1.349
32,0.104769,1.362
33,0.116538,1.515
34,0.111692,1.452
35,0.112231,1.459
36,0.114385,1.487
37,0.118846,1.545
38,0.122308,1.59
39,0.130769,1.7
40,0.137692,1.79
41,0.130615,1.698
42,0.133538,1.736
43,0.142385,1.851
44,0.140769,1.83
45,0.16,2.08
46,0.148538,1.931
47,0.164692,2.141
48,0.157077,2.042
49,0.173231,2.252
50,0.167308,2.175
51,0.18,2.34
52,0.178769,2.324
53,0.196231,2.551
54,0.188692,2.453
55,0.187538,2.438
56,0.186308,2.422
57,0.188077,2.445
58,0.198769,2.584
59,0.200231,2.603
60,0.198077,2.575
61,0.22,2.86
62,0.219769,2.857
63,0.217615,2.829
64,0.212154,2.758
65,0.228692,2.973
66,0.237308,3.085
67,0.245923,3.197
68,0.245,3.185
69,0.248231,3.227
70,0.254846,3.313
71,0.257308,3.345
72,0.266615,3.466
73,0.264692,3.441
74,0.286462,3.724
75,0.288077,3.745
76,0.282308,3.67
77,0.289692,3.766
78,0.291692,3.792
79,0.303923,3.951
80,0.307923,4.003
81,0.310538,4.037
82,0.313615,4.077
83,0.325077,4.226
84,0.335462,4.361
85,0.334154,4.344
86,0.336462,4.374
87,0.333769,4.339
88,0.343923,4.471
89,0.350308,4.554
90,0.346308,4.502
91,0.342077,4.447
92,0.360615,4.688
93,0.356462,4.634
94,0.376,4.888
95,0.373615,4.857
96,0.374462,4.868
97,0.376385,4.893
98,0.395462,5.141
99,0.388846,5.055
100,0.395923,5.147
101,0.393615,5.117
102,0.394846,5.133
103,0.398231,5.177
104,0.397231,5.164
105,0.408385,5.309
106,0.41,5.33
107,0.411385,5.348
108,0.425231,5.528
109,0.423923,5.511
110,0.427538,5.558
111,0.423385,5.504
112,0.432538,5.623
113,0.421846,5.484
114,0.427,5.551
115,0.422385,5.491
116,0.422,5.486
117,0.422154,5.488
118,0.435231,5.658
119,0.444077,5.773
120,0.443923,5.771
121,0.451385,5.868
122,0.450538,5.857
123,0.461462,5.999
124,0.453077,5.89
125,0.466692,6.067
126,0.472692,6.145
127,0.487692,6.34
128,0.471615,6.131
129,0.486385,6.323
130,0.480769,6.25
131,0.487154,6.333
132,0.482692,6.275
133,0.499692,6.496
134,0.486077,6.319
135,0.504923,6.564
136,0.491692,6.392
137,0.506923,6.59
138,0.498308,6.478
139,0.513462,6.675
140,0.503308,6.543
141,0.515231,6.698
142,0.502846,6.537
143,0.505154,6.567
144,0.508692,6.613
145,0.518,6.734
146,0.523769,6.809
147,0.522231,6.789
