<version>,<mean_time>,<total>
0,0.000461538,0.006
1,0.00446154,0.058
2,0.00715385,0.093
3,0.00876923,0.114
4,0.0111538,0.145
5,0.0183077,0.238
6,0.0163077,0.212
7,0.0238462,0.31
8,0.0204615,0.266
9,0.0229231,0.298
10,0.0320769,0.417
11,0.0294615,0.383
12,0.0316154,0.411
13,0.0341538,0.444
14,0.0385385,0.501
15,0.0389231,0.506
16,0.0437692,0.569
17,0.0442308,0.575
18,0.0456154,0.593
19,0.0490769,0.638
20,0.0523077,0.68
21,0.0529231,0.688
22,0.0526923,0.685
23,0.0619231,0.805
24,0.063,0.819
25,0.06,0.78
26,0.0645385,0.839
27,0.0670769,0.872
28,0.0713846,0.928
29,0.0735385,0.956
30,0.0761538,0.99
31,0.0791538,1.029
32,0.0781538,1.016
33,0.0846154,1.1
34,0.0893077,1.161
35,0.0916154,1.191
36,0.0966923,1.257
37,0.0955385,1.242
38,0.100923,1.312
39,0.104077,1.353
40,0.101923,1.325
41,0.112154,1.458
42,0.109923,1.429
43,0.114923,1.494
44,0.119462,1.553
45,0.123846,1.61
46,0.124231,1.615
47,0.129846,1.688
48,0.129231,1.68
49,0.138231,1.797
50,0.145077,1.886
51,0.142769,1.856
52,0.144846,1.883
53,0.150846,1.961
54,0.158923,2.066
55,0.171692,2.232
56,0.169462,2.203
57,0.170308,2.214
58,0.172846,2.247
59,0.182,2.366
60,0.191308,2.487
61,0.184385,2.397
62,0.199615,2.595
63,0.216385,2.813
64,0.204,2.652
65,0.221692,2.882
66,0.215846,2.806
67,0.214615,2.79
68,0.225538,2.932
69,0.230308,2.994
70,0.244692,3.181
71,0.250154,3.252
72,0.257308,3.345
73,0.261692,3.402
74,0.261308,3.397
75,0.277846,3.612
76,0.272385,3.541
77,0.266692,3.467
78,0.272077,3.537
79,0.279846,3.638
80,0.280231,3.643
81,0.284769,3.702
82,0.287462,3.737
83,0.287462,3.737
84,0.292231,3.799
85,0.300769,3.91
86,0.308154,4.006
87,0.308077,4.005
88,0.318615,4.142
89,0.317538,4.128
90,0.322462,4.192
91,0.328538,4.271
92,0.336769,4.378
93,0.329462,4.283
94,0.340385,4.425
95,0.343769,4.469
96,0.344308,4.476
97,0.349231,4.54
98,0.360692,4.689
99,0.354308,4.606
100,0.358385,4.659
101,0.363,4.719
102,0.371154,4.825
103,0.369385,4.802
104,0.372692,4.845
105,0.380385,4.945
106,0.382923,4.978
107,0.379077,4.928
108,0.384615,5
109,0.388615,5.052
110,0.391462,5.089
111,0.399615,5.195
112,0.396462,5.154
113,0.407538,5.298
114,0.404154,5.254
115,0.407462,5.297
116,0.408615,5.312
117,0.422,5.486
118,0.422077,5.487
119,0.422692,5.495
120,0.427077,5.552
121,0.428,5.564
122,0.429154,5.579
123,0.436615,5.676
124,0.439538,5.714
125,0.445154,5.787
126,0.444,5.772
127,0.454231,5.905
128,0.449615,5.845
129,0.462538,6.013
130,0.455846,5.926
131,0.462231,6.009
132,0.471846,6.134
133,0.481385,6.258
134,0.468692,6.093
135,0.474846,6.173
136,0.472385,6.141
137,0.476077,6.189
138,0.485,6.305
139,0.483308,6.283
140,0.487538,6.338
141,0.487308,6.335
142,0.499538,6.494
143,0.495846,6.446
144,0.503385,6.544
145,0.504923,6.564
146,0.513923,6.681
147,0.508154,6.606
148,0.520462,6.766
149,0.517231,6.724
150,0.525692,6.834
151,0.522538,6.793
152,0.525,6.825
153,0.525462,6.831
154,0.531231,6.906
155,0.529769,6.887
156,0.540231,7.023
157,0.540462,7.026
158,0.548308,7.128
159,0.537692,6.99
160,0.548077,7.125
161,0.544231,7.075
162,0.552462,7.182
163,0.550615,7.158
164,0.557538,7.248
165,0.553692,7.198
166,0.557846,7.252
167,0.558615,7.262
168,0.565077,7.346
169,0.561538,7.3
170,0.568385,7.389
171,0.568846,7.395
172,0.572077,7.437
173,0.573154,7.451
174,0.578385,7.519
175,0.577923,7.513
176,0.584769,7.602
177,0.574385,7.467
178,0.582077,7.567
179,0.586231,7.621
180,0.584923,7.604
181,0.583462,7.585
182,0.593308,7.713
183,0.587385,7.636
184,0.591538,7.69
185,0.595154,7.737
186,0.603692,7.848
187,0.601077,7.814
188,0.598846,7.785
189,0.605385,7.87
190,0.608923,7.916
191,0.617538,8.028
192,0.619308,8.051
193,0.626308,8.142
194,0.620923,8.072
195,0.626769,8.148
196,0.622923,8.098
197,0.628462,8.17
198,0.624846,8.123
199,0.635154,8.257
200,0.630308,8.194
201,0.634846,8.253
202,0.635538,8.262
203,0.643769,8.369
204,0.639462,8.313
205,0.647385,8.416
206,0.645,8.385
207,0.655077,8.516
208,0.655308,8.519
209,0.660308,8.584
210,0.657385,8.546
211,0.662923,8.618
212,0.660615,8.588
213,0.665538,8.652
214,0.661615,8.601
215,0.672538,8.743
216,0.669154,8.699
217,0.673231,8.752
218,0.673692,8.758
219,0.674846,8.773
220,0.677308,8.805
221,0.685769,8.915
222,0.683538,8.886
223,0.691462,8.989
224,0.688462,8.95
225,0.688615,8.952
226,0.688538,8.951
227,0.691538,8.99
228,0.690231,8.973
229,0.690077,8.971
230,0.699846,9.098
231,0.699231,9.09
232,0.714385,9.287
233,0.705538,9.172
234,0.710154,9.232
