<version>,<mean_time>,<total>
0,0.187449,9.185
1,0.180265,8.833
2,0.178163,8.73
3,0.177163,8.681
4,0.17902,8.772
5,0.176449,8.646
6,0.175429,8.596
7,0.173653,8.509
8,0.175429,8.596
9,0.175184,8.584
10,0.179265,8.784
11,0.180245,8.832
12,0.180184,8.829
13,0.18051,8.845
14,0.185102,9.07
15,0.183469,8.99
16,0.18302,8.968
17,0.182245,8.93
18,0.185796,9.104
19,0.189449,9.283
20,0.188061,9.215
21,0.185857,9.107
22,0.190265,9.323
23,0.193143,9.464
24,0.194878,9.549
25,0.192673,9.441
26,0.194184,9.515
27,0.197102,9.658
28,0.197143,9.66
29,0.200816,9.84
30,0.199918,9.796
31,0.201122,9.855
32,0.201612,9.879
33,0.206265,10.107
34,0.204673,10.029
35,0.223143,10.934
36,0.206041,10.096
37,0.205367,10.063
38,0.212143,10.395
39,0.209796,10.28
40,0.213367,10.455
41,0.213306,10.452
42,0.209653,10.273
43,0.217408,10.653
44,0.219449,10.753
45,0.221122,10.835
46,0.225898,11.069
47,0.226,11.074
48,0.231408,11.339
49,0.23902,11.712
50,0.237469,11.636
51,0.244367,11.974
52,0.24751,12.128
53,0.246612,12.084
54,0.252122,12.354
55,0.257204,12.603
56,0.263041,12.889
57,0.261286,12.803
58,0.25598,12.543
59,0.264612,12.966
60,0.268776,13.17
61,0.26451,12.961
62,0.272694,13.362
63,0.271755,13.316
64,0.278265,13.635
65,0.276837,13.565
66,0.277347,13.59
67,0.280939,13.766
68,0.27602,13.525
69,0.277,13.573
70,0.281367,13.787
71,0.286694,14.048
72,0.281653,13.801
73,0.286429,14.035
74,0.291224,14.27
75,0.297531,14.579
76,0.291633,14.29
77,0.295673,14.488
78,0.299122,14.657
79,0.304633,14.927
80,0.302143,14.805
81,0.302918,14.843
82,0.309653,15.173
83,0.313816,15.377
84,0.311265,15.252
85,0.317694,15.567
86,0.319102,15.636
87,0.316429,15.505
88,0.322469,15.801
89,0.32551,15.95
90,0.32651,15.999
91,0.322531,15.804
92,0.327327,16.039
93,0.330918,16.215
94,0.336878,16.507
95,0.331755,16.256
96,0.339857,16.653
97,0.344878,16.899
98,0.331816,16.259
99,0.34702,17.004
100,0.342612,16.788
101,0.344837,16.897
102,0.346694,16.988
103,0.348367,17.07
104,0.351204,17.209
105,0.352796,17.287
106,0.353143,17.304
107,0.35998,17.639
108,0.356878,17.487
109,0.364714,17.871
110,0.363673,17.82
111,0.361204,17.699
112,0.363041,17.789
113,0.364653,17.868
114,0.367796,18.022
115,0.373837,18.318
116,0.373796,18.316
117,0.378592,18.551
118,0.373776,18.315
119,0.377531,18.499
120,0.382143,18.725
121,0.383367,18.785
122,0.382306,18.733
123,0.389163,19.069
124,0.394163,19.314
125,0.393898,19.301
126,0.402102,19.703
127,0.39798,19.501
128,0.40198,19.697
129,0.401918,19.694
130,0.403531,19.773
131,0.404469,19.819
132,0.411837,20.18
133,0.408531,20.018
134,0.414388,20.305
135,0.414633,20.317
136,0.419163,20.539
137,0.419449,20.553
138,0.422857,20.72
139,0.420286,20.594
140,0.425367,20.843
141,0.422918,20.723
142,0.429959,21.068
143,0.427469,20.946
144,0.433898,21.261
145,0.435204,21.325
146,0.43598,21.363
147,0.435857,21.357
148,0.433714,21.252
149,0.440286,21.574
150,0.44149,21.633
151,0.441837,21.65
152,0.449327,22.017
153,0.448163,21.96
154,0.450714,22.085
155,0.455224,22.306
156,0.458571,22.47
157,0.461122,22.595
158,0.459776,22.529
159,0.46051,22.565
160,0.461286,22.603
161,0.467735,22.919
162,0.468918,22.977
163,0.471816,23.119
164,0.468592,22.961
165,0.471837,23.12
166,0.466143,22.841
167,0.472898,23.172
168,0.471653,23.111
169,0.469939,23.027
170,0.472673,23.161
171,0.475184,23.284
172,0.480469,23.543
173,0.478633,23.453
174,0.473327,23.193
175,0.477918,23.418
176,0.482102,23.623
177,0.481224,23.58
178,0.489531,23.987
179,0.48698,23.862
180,0.490429,24.031
181,0.494633,24.237
182,0.494286,24.22
183,0.498551,24.429
184,0.496673,24.337
185,0.502531,24.624
186,0.499592,24.48
187,0.498163,24.41
188,0.505061,24.748
189,0.506918,24.839
190,0.508347,24.909
191,0.505204,24.755
192,0.509041,24.943
193,0.511082,25.043
194,0.510204,25
195,0.507939,24.889
196,0.509367,24.959
197,0.516633,25.315
198,0.511837,25.08
199,0.520367,25.498
200,0.520796,25.519
201,0.523388,25.646
202,0.527306,25.838
203,0.521714,25.564
204,0.530612,26
205,0.531061,26.022
206,0.530286,25.984
207,0.533755,26.154
208,0.53949,26.435
209,0.543429,26.628
210,0.536612,26.294
211,0.539592,26.44
212,0.543898,26.651
213,0.545265,26.718
214,0.542694,26.592
215,0.542204,26.568
216,0.546204,26.764
217,0.548878,26.895
218,0.551939,27.045
219,0.549327,26.917
220,0.550265,26.963
221,0.550224,26.961
222,0.555367,27.213
223,0.550286,26.964
224,0.551163,27.007
225,0.562714,27.573
226,0.561224,27.5
227,0.56902,27.882
228,0.56302,27.588
229,0.566122,27.74
230,0.565796,27.724
231,0.572837,28.069
232,0.570816,27.97
233,0.574612,28.156
234,0.576816,28.264
235,0.572122,28.034
236,0.577878,28.316
237,0.580224,28.431
238,0.577735,28.309
239,0.576857,28.266
240,0.587776,28.801
241,0.585735,28.701
242,0.590816,28.95
243,0.591776,28.997
244,0.590592,28.939
245,0.592204,29.018
246,0.594306,29.121
247,0.597306,29.268
248,0.601796,29.488
249,0.596245,29.216
250,0.599041,29.353
251,0.599,29.351
252,0.597694,29.287
253,0.602612,29.528
254,0.604816,29.636
255,0.608735,29.828
256,0.601429,29.47
257,0.608633,29.823
258,0.609367,29.859
259,0.609939,29.887
260,0.611653,29.971
261,0.614265,30.099
262,0.613878,30.08
263,0.615592,30.164
264,0.615592,30.164
265,0.617531,30.259
266,0.626939,30.72
267,0.626918,30.719
268,0.623735,30.563
269,0.627041,30.725
270,0.625714,30.66
271,0.633163,31.025
272,0.632429,30.989
273,0.626673,30.707
274,0.62949,30.845
275,0.626714,30.709
276,0.628633,30.803
277,0.631184,30.928
278,0.640122,31.366
279,0.637959,31.26
280,0.64302,31.508
281,0.641959,31.456
282,0.644633,31.587
283,0.646143,31.661
284,0.643367,31.525
285,0.646286,31.668
286,0.648429,31.773
287,0.646449,31.676
288,0.651102,31.904
289,0.651449,31.921
290,0.653653,32.029
291,0.657245,32.205
292,0.658735,32.278
293,0.660367,32.358
294,0.659388,32.31
295,0.658224,32.253
296,0.668163,32.74
297,0.66702,32.684
298,0.666796,32.673
299,0.667143,32.69
300,0.66698,32.682
301,0.666469,32.657
302,0.670959,32.877
303,0.675306,33.09
304,0.677653,33.205
305,0.678367,33.24
306,0.674673,33.059
307,0.67549,33.099
308,0.682204,33.428
309,0.676449,33.146
310,0.679551,33.298
311,0.686571,33.642
312,0.688082,33.716
313,0.684449,33.538
314,0.683306,33.482
315,0.687347,33.68
316,0.693367,33.975
317,0.691367,33.877
318,0.688735,33.748
319,0.687286,33.677
320,0.69149,33.883
321,0.691959,33.906
322,0.696122,34.11
323,0.69502,34.056
324,0.696898,34.148
325,0.695327,34.071
326,0.697041,34.155
327,0.695939,34.101
328,0.702041,34.4
329,0.70649,34.618
330,0.707633,34.674
331,0.709245,34.753
332,0.707857,34.685
333,0.709918,34.786
334,0.717612,35.163
335,0.709939,34.787
336,0.713898,34.981
337,0.717082,35.137
338,0.716673,35.117
339,0.718224,35.193
340,0.723041,35.429
341,0.721469,35.352
342,0.723265,35.44
343,0.72449,35.5
344,0.723837,35.468
345,0.731408,35.839
346,0.722796,35.417
347,0.732837,35.909
348,0.727592,35.652
349,0.735367,36.033
350,0.735122,36.021
351,0.737551,36.14
352,0.740347,36.277
353,0.738143,36.169
354,0.738449,36.184
355,0.738694,36.196
356,0.744633,36.487
357,0.738939,36.208
358,0.749592,36.73
359,0.746714,36.589
360,0.754694,36.98
361,0.749592,36.73
362,0.748224,36.663
363,0.751469,36.822
364,0.753204,36.907
365,0.75002,36.751
366,0.759633,37.222
367,0.753776,36.935
368,0.75749,37.117
369,0.756327,37.06
370,0.759796,37.23
371,0.761837,37.33
372,0.76198,37.337
373,0.762408,37.358
374,0.758735,37.178
375,0.761061,37.292
376,0.766367,37.552
377,0.773367,37.895
378,0.767939,37.629
379,0.770449,37.752
380,0.769898,37.725
381,0.768673,37.665
382,0.773735,37.913
383,0.776204,38.034
384,0.780347,38.237
385,0.775061,37.978
386,0.774796,37.965
387,0.775959,38.022
388,0.773612,37.907
389,0.777531,38.099
390,0.781184,38.278
391,0.781041,38.271
392,0.786592,38.543
393,0.784306,38.431
394,0.783735,38.403
395,0.787041,38.565
396,0.791735,38.795
397,0.797224,39.064
398,0.792837,38.849
399,0.790653,38.742
400,0.794939,38.952
401,0.795061,38.958
