patch,offset,limit,count-ms,lookup-mus,results
0,0,-2,1167,694,0
1,0,-2,680,675,0
2,0,-2,2167,672,0
3,0,-2,1203,673,0
4,0,-2,34950,696,0
5,0,-2,9,5,0
6,0,-2,31180,1092,0
7,0,-2,8756,1046,0
8,0,-2,9780,920,0
9,0,-2,11324,682,0
