##bucket, min, mean, max, stddev, count, total
0 0.0 0.8372093023255816 4.0 0.721448033245161 43 36.0
1 0.0 0.4651162790697675 1.0 0.5046845884077511 43 20.0
2 0.0 0.4651162790697675 1.0 0.5046845884077511 43 20.0
3 0.0 0.4418604651162792 2.0 0.5478236413036653 43 19.0
4 0.0 0.5116279069767442 2.0 0.5508475298187507 43 22.0
5 0.0 0.4651162790697675 1.0 0.5046845884077511 43 20.0
6 0.0 0.5348837209302325 2.0 0.5498414147691576 43 23.0
7 0.0 0.4418604651162792 2.0 0.5478236413036653 43 19.0
8 0.0 0.34883720930232565 1.0 0.4822428221704123 43 15.0
9 0.0 0.2558139534883721 1.0 0.4414814484488266 43 11.0
tot,0.0,0.4767441860465126,4.0,0.553158849663872,430
