##bucket, min, mean, max, stddev, count, total
0 1.0 3.8913043478260874 15.0 2.7586491127971007 46 179.0
1 1.0 2.304347826086956 9.0 1.8958383102339509 46 106.0
2 0.0 2.630434782608696 9.0 1.8179193925678876 46 121.0
3 1.0 2.347826086956522 8.0 1.6085520238794175 46 108.0
4 0.0 2.3260869565217392 7.0 1.6337325746901983 46 107.0
5 0.0 2.2391304347826084 5.0 1.401345109508014 46 103.0
6 1.0 2.5869565217391304 7.0 1.640813984399501 46 119.0
7 1.0 2.0652173913043477 5.0 1.2184174419311027 46 95.0
8 1.0 2.652173913043478 10.0 1.9461345311993643 46 122.0
9 0.0 1.347826086956522 5.0 1.0374625306079535 46 62.0
tot,0.0,2.4391304347826064,15.0,1.8384039517210284,460
