##bucket, min, mean, max, stddev, count, total
0 0.0 0.6599999999999999 4.0 0.8233827686279754 50 33.0
1 0.0 0.58 2.0 0.6091144458665096 50 29.0
2 0.0 0.44000000000000017 3.0 0.7045044574821687 50 22.0
3 0.0 0.5200000000000001 2.0 0.5436085025840128 50 26.0
4 0.0 0.38000000000000006 2.0 0.5674864018868909 50 19.0
5 0.0 0.42000000000000004 2.0 0.5746338674605358 50 21.0
6 0.0 0.4799999999999999 2.0 0.5436085025840127 50 24.0
7 0.0 0.43999999999999995 2.0 0.5405967979549857 50 22.0
8 0.0 0.5 2.0 0.5802884574739972 50 25.0
9 0.0 0.3000000000000001 1.0 0.46291004988627565 50 15.0
tot,0.0,0.472000000000001,4.0,0.604936274157519,500
