##bucket, min, mean, max, stddev, count, total
0 0.0 0.7000000000000001 3.0 0.6776309271789381 50 35.0
1 0.0 0.5 2.0 0.614451804788759 50 25.0
2 0.0 0.64 2.0 0.5627918743883487 50 32.0
3 0.0 0.54 2.0 0.6131218209678555 50 27.0
4 0.0 0.5200000000000002 2.0 0.5799366608624125 50 26.0
5 0.0 0.4600000000000001 2.0 0.5424810727442153 50 23.0
6 0.0 0.4600000000000001 2.0 0.5424810727442153 50 23.0
7 0.0 0.47999999999999987 2.0 0.5799366608624125 50 24.0
8 0.0 0.4799999999999997 2.0 0.6141195788629906 50 24.0
9 0.0 0.3599999999999999 1.0 0.4848732213850612 50 18.0
tot,0.0,0.5139999999999995,3.0,0.5852255786924501,500
