##bucket, min, mean, max, stddev, count, total
0 1.0 2.1 8.0 1.6444092047459047 50 105.0
1 0.0 1.6 5.0 1.160576914947994 50 80.0
2 0.0 1.4400000000000002 5.0 0.9722685444099175 50 72.0
3 0.0 1.6 6.0 1.228903609577518 50 80.0
4 0.0 1.46 5.0 1.0343093919941686 50 73.0
5 0.0 1.5599999999999998 5.0 1.214873807169674 50 78.0
6 0.0 1.34 5.0 1.0615737258948172 50 67.0
7 0.0 1.4 8.0 1.2777531299998799 50 70.0
8 0.0 1.64 5.0 1.2081356863923414 50 82.0
9 0.0 0.92 4.0 0.8040712731125877 50 46.0
tot,0.0,1.5059999999999998,8.0,1.2020206767834019,500
