##bucket, min, mean, max, stddev, count, total
0 4.0 10.833333333333332 32.0 11.391517311871437 6 65.0
1 3.0 7.166666666666666 23.0 7.808115436305143 6 43.0
2 3.0 6.333333333333334 18.0 5.750362307426087 6 38.0
3 3.0 5.5 11.0 2.8809720581775866 6 33.0
4 3.0 5.0 9.0 2.280350850198276 6 30.0
5 2.0 4.666666666666667 9.0 2.3380903889000244 6 28.0
6 3.0 5.0 9.0 2.1908902300206643 6 30.0
7 3.0 5.0 9.0 2.0976176963403033 6 30.0
8 4.0 5.5 8.0 1.6431676725154984 6 33.0
9 3.0 3.8333333333333335 6.0 1.3291601358251257 6 23.0
tot,2.0,5.883333333333331,32.0,5.025668575699,60
