##ver, min, mean, max, stddev, count, total
0 0.0 0.3800000000000001 2.0 0.5303060340934457 50 19.0
1 0.0 0.38000000000000006 2.0 0.5303060340934449 50 19.0
2 0.0 0.35999999999999993 2.0 0.5252793231671498 50 18.0
3 0.0 0.3599999999999999 1.0 0.4848732213850612 50 18.0
4 0.0 0.44 2.0 0.5405967979549856 50 22.0
5 0.0 0.31999999999999995 1.0 0.47121207149916117 50 16.0
6 0.0 0.34000000000000014 2.0 0.5194188275056527 50 17.0
7 0.0 0.4000000000000001 1.0 0.49487165930539345 50 20.0
8 0.0 0.36000000000000004 1.0 0.48487322138506106 50 18.0
9 0.0 0.31999999999999995 1.0 0.47121207149916117 50 16.0
