##ver, min, mean, max, stddev, count, total
0 6.0 16.0 44.0 14.628738838327793 6 96.0
1 3.0 20.833333333333332 49.0 15.184421841699034 6 125.0
2 5.0 15.5 31.0 9.332738076256078 6 93.0
3 9.0 18.666666666666668 38.0 12.33963802818651 6 112.0
4 9.0 18.333333333333332 33.0 8.238122763510306 6 110.0
5 8.0 18.666666666666668 33.0 8.262364471909155 6 112.0
6 7.0 13.833333333333334 25.0 7.026141662866374 6 83.0
7 9.0 16.833333333333332 27.0 7.600438583836242 6 101.0
8 8.0 16.5 31.0 9.289779329994873 6 99.0
9 9.0 16.833333333333332 29.0 8.518607084885808 6 101.0
