##ver, min, mean, max, stddev, count, total
0 0.0 1.1538461538461537 3.0 0.8987170342729172 13 15.0
1 0.0 1.7692307692307692 9.0 2.681847813040049 13 23.0
2 0.0 1.5384615384615385 11.0 2.904461643041174 13 20.0
3 0.0 1.3846153846153844 9.0 2.3287500774185546 13 18.0
4 0.0 1.307692307692308 9.0 2.35883500145783 13 17.0
5 0.0 1.1538461538461542 8.0 2.154303980645638 13 15.0
6 0.0 1.2307692307692306 9.0 2.4205318339105473 13 16.0
7 0.0 1.3076923076923077 9.0 2.3939025107069902 13 17.0
8 0.0 0.7692307692307693 2.0 0.5991446895152781 13 10.0
9 0.0 1.4615384615384615 9.0 2.331501112137293 13 19.0
