##ver, min, mean, max, stddev, count, total
0 6.0 16.84 35.0 6.431301007810257 50 842.0
1 5.0 17.26 36.0 6.278599869917704 50 863.0
2 7.0 16.78 33.0 5.388157838998333 50 839.0
3 5.0 16.88 28.0 5.153322684819723 50 844.0
4 7.0 18.76 69.0 8.534587492870958 50 938.0
5 5.0 16.96 29.0 5.287490049201811 50 848.0
6 3.0 16.88 27.0 4.5294501175470465 50 844.0
7 6.0 16.8 32.0 5.146823867043377 50 840.0
8 5.0 16.38 26.0 4.776173859345352 50 819.0
9 3.0 18.66 36.0 5.759145344757397 50 933.0
