##bucket, min, mean, max, stddev, count, total
0 0.0 0.7800000000000002 6.0 0.9957050624700936 50 39.0
1 0.0 0.54 3.0 0.645549915868286 50 27.0
2 0.0 0.38000000000000006 2.0 0.5674864018868909 50 19.0
3 0.0 0.5599999999999999 1.0 0.5014265364224069 50 28.0
4 0.0 0.47999999999999976 2.0 0.5799366608624125 50 24.0
5 0.0 0.5 2.0 0.5802884574739972 50 25.0
6 0.0 0.4799999999999997 2.0 0.5436085025840127 50 24.0
7 0.0 0.42000000000000004 2.0 0.5746338674605357 50 21.0
8 0.0 0.5200000000000002 2.0 0.5799366608624125 50 26.0
9 0.0 0.2600000000000002 2.0 0.486973158544552 50 13.0
tot,0.0,0.4919999999999999,6.0,0.6282717969969708,500
