##ver, min, mean, max, stddev, count, total
0 3.0 14.080000000000002 43.0 9.106714275629777 50 704.0
1 2.0 26.480000000000008 70.0 17.386647468792876 50 1324.0
2 7.0 27.839999999999996 73.0 18.73157325839701 50 1392.0
3 7.0 29.799999999999997 71.0 18.2544375371009 50 1490.0
4 2.0 32.85999999999999 115.0 24.84154683145943 50 1643.0
5 2.0 30.980000000000004 125.0 24.190139667700496 50 1549.0
6 5.0 29.179999999999993 95.0 21.635845163024428 50 1459.0
7 2.0 29.739999999999995 78.0 21.38644430474594 50 1487.0
8 5.0 27.76000000000001 83.0 20.25607492651455 50 1388.0
9 6.0 26.72 66.0 15.396845688090046 50 1336.0
