##ver, min, mean, max, stddev, count, total
0 2.0 16.80434782608696 50.0 11.598121620364779 46 773.0
1 4.0 26.43478260869565 166.0 29.476659070384663 46 1216.0
2 1.0 26.086956521739133 138.0 29.094349269579652 46 1200.0
3 1.0 27.04347826086957 151.0 30.407569614408064 46 1244.0
4 1.0 28.913043478260867 173.0 33.687997260453 46 1330.0
5 2.0 28.17391304347826 148.0 31.483543742248084 46 1296.0
6 1.0 28.695652173913047 162.0 33.0224634421395 46 1320.0
7 2.0 27.826086956521735 168.0 32.64645929266796 46 1280.0
8 2.0 27.02173913043478 154.0 30.040335203363412 46 1243.0
9 4.0 27.673913043478265 114.0 25.692242104336206 46 1273.0
