##bucket, min, mean, max, stddev, count, total
0 0.0 2.2199999999999998 6.0 1.4609194756336554 50 111.0
1 0.0 1.5 5.0 1.2975644374703537 50 75.0
2 0.0 1.4799999999999998 6.0 1.232882800593796 50 74.0
3 0.0 1.7399999999999998 8.0 1.626439707597235 50 87.0
4 0.0 1.58 5.0 1.1264899430695041 50 79.0
5 0.0 1.6199999999999999 5.0 1.158641005485235 50 81.0
6 0.0 1.4400000000000002 4.0 0.9722685444099177 50 72.0
7 0.0 1.42 5.0 0.9707981147446861 50 71.0
8 0.0 1.54 4.0 1.091899673944078 50 77.0
9 0.0 1.2 5.0 1.2616801237611208 50 60.0
tot,0.0,1.5740000000000005,8.0,1.2504604362414717,500
