##bucket, min, mean, max, stddev, count, total
0 0.0 0.8400000000000001 4.0 0.79179465488863 50 42.0
1 0.0 0.54 2.0 0.6131218209678555 50 27.0
2 0.0 0.4399999999999999 2.0 0.5771145679064043 50 22.0
3 0.0 0.6599999999999999 2.0 0.5928141120356122 50 33.0
4 0.0 0.42000000000000004 2.0 0.5746338674605358 50 21.0
5 0.0 0.46 1.0 0.5034574339058886 50 23.0
6 0.0 0.5799999999999998 3.0 0.6727949622466644 50 29.0
7 0.0 0.6199999999999999 2.0 0.6023762469230862 50 31.0
8 0.0 0.58 2.0 0.5746338674605359 50 29.0
9 0.0 0.3600000000000001 1.0 0.4848732213850611 50 18.0
tot,0.0,0.5500000000000016,4.0,0.6133942492475938,500
