##ver, min, mean, max, stddev, count, total
0 14.0 49.4 162.0 46.91884245990919 10 494.0
1 19.0 86.7 302.0 89.61776857545854 10 867.0
2 14.0 85.5 361.0 105.43797544844394 10 855.0
3 7.0 85.0 403.0 117.87941107570717 10 850.0
4 16.0 87.4 401.0 116.5105622298301 10 874.0
5 12.0 92.3 404.0 117.85306294044479 10 923.0
6 11.0 89.6 422.0 123.34252218021884 10 896.0
7 13.0 95.2 420.0 121.98433414901186 10 952.0
8 10.0 79.5 337.0 99.17128840770621 10 795.0
9 13.0 75.10000000000001 298.0 87.26390369957608 10 751.0
