##bucket, min, mean, max, stddev, count, total
0 10.0 51.6 161.0 44.269879401487216 10 516.0
1 8.0 23.7 43.0 10.975224624378107 10 237.0
2 9.0 23.5 44.0 11.909380056633232 10 235.0
3 9.0 23.9 44.0 11.357327541674973 10 239.0
4 10.0 22.8 45.0 10.799176923368845 10 228.0
5 8.0 19.7 40.0 10.446158251827427 10 197.0
6 8.0 23.1 42.0 12.332882874656681 10 231.0
7 8.0 19.7 35.0 10.078028907810626 10 197.0
8 7.0 20.3 36.0 10.904127658827184 10 203.0
9 7.0 16.5 27.0 7.919736247011148 10 165.0
tot,7.0,24.48,161.0,19.01593165126696,100
