patch_start,patch_end,offset,count-ms,lookup-mus-1,lookup-mus-50,lookup-mus-100,lookup-mus-inf,results1,results50,results100,resultsinf
0,1,0,4176,116,2531,4628,4576,1,50,52,52
0,1,500,4175,4579,4576,4623,4581,0,0,0,0
0,2,0,3934,36,525,2856,4712,1,50,100,108
0,2,500,4089,4706,4684,4694,4706,0,0,0,0
0,3,0,3771,36,549,2840,4738,1,50,100,128
0,3,500,3780,4749,4733,4724,4715,0,0,0,0
1,3,0,7922,102,956,4818,4820,1,50,57,57
1,3,500,7908,4816,4841,4871,4808,0,0,0,0
0,4,0,3515,58,788,3130,4735,1,50,100,129
0,4,500,3553,5016,4718,4711,4714,0,0,0,0
2,4,0,7398,46,1604,4802,4796,1,50,53,53
2,4,500,7700,4785,4804,4790,4791,0,0,0,0
0,5,0,3342,92,1080,3426,4734,1,50,100,118
0,5,500,3372,5048,4721,4704,4713,0,0,0,0
2,5,0,7244,49,1606,4807,4794,1,50,72,72
2,5,500,7529,4836,4821,4788,4796,0,0,0,0
0,6,0,2877,854,1282,3550,4638,1,50,100,117
0,6,500,3389,5122,5104,5096,4703,0,0,0,0
3,6,0,6686,49,2108,4837,4819,1,50,96,96
3,6,500,6888,4801,4804,4792,4827,0,0,0,0
0,7,0,2723,75,1786,4143,4661,1,50,100,103
0,7,500,2978,4658,4652,4654,4668,0,0,0,0
3,7,0,6445,50,2107,3169,4807,1,50,100,120
3,7,500,6678,4814,4820,4804,4794,0,0,0,0
0,8,0,4034,1522,1959,4331,4722,1,50,100,107
0,8,500,5386,4718,4716,4711,4728,0,0,0,0
4,8,0,8274,145,2996,4646,6055,1,50,100,114
4,8,500,7527,4831,4815,4796,4813,0,0,0,0
0,9,0,2449,1531,1951,4505,4760,1,50,100,140
0,9,500,2436,4758,4778,4793,4796,0,0,0,0
4,9,0,5935,98,2647,3927,4803,1,50,100,174
4,9,500,5950,4813,4791,4797,4812,0,0,0,0
