patch,offset,count-ms,lookup-mus-1,lookup-mus-50,lookup-mus-100,lookup-mus-inf,results1,results50,results100,resultsinf
0,0,2402,2,8,12,11,1,50,100,116
0,500,4,15,23,18,13,0,0,0,0
1,0,29723,3865,124409,161303,24288,1,50,100,113
1,500,2561,2433,2288,2162,2071,0,0,0,0
2,0,1958,283,1832,4466,4874,1,50,100,113
2,500,1279,1277,1264,1272,1271,0,0,0,0
3,0,1282,203,1504,4074,4127,1,50,100,100
3,500,1279,1277,1310,1332,1326,0,0,0,0
4,0,2537,152,1542,3792,4349,1,50,100,105
4,500,1274,1258,1254,1253,1252,0,0,0,0
5,0,4040,136,1656,4217,4215,1,50,90,90
5,500,1252,1233,1231,1230,1233,0,0,0,0
6,0,1340,230,1490,3753,4332,1,50,100,113
6,500,1462,1441,1426,1432,1417,0,0,0,0
7,0,8271,311,2763,6188,6410,1,50,100,118
7,500,1711,1695,1656,1587,1344,0,0,0,0
8,0,1225,176,1505,3607,3999,1,50,100,109
8,500,1222,1217,1215,1215,1215,0,0,0,0
9,0,1264,192,1478,3614,4107,1,50,100,114
9,500,1384,1385,1388,1386,1384,0,0,0,0
