patch,offset,count-ms,lookup-mus-1,lookup-mus-50,lookup-mus-100,lookup-mus-inf,results1,results50,results100,resultsinf
0,0,6,4,13,19,31,1,50,100,233
0,500,4,31,31,22,17,0,0,0,0
1,0,75786,57277,25462,21261,90657,1,50,100,226
1,500,17077,39528,38054,38893,38074,0,0,0,0
2,0,18300,23059,23053,23574,41203,1,50,100,218
2,500,32180,43858,38198,38025,37969,0,0,0,0
3,0,15915,22758,23510,23768,39235,1,50,100,231
3,500,15244,36234,35929,36246,36518,0,0,0,0
4,0,18523,27456,28718,28818,41395,1,50,100,227
4,500,17314,38390,38167,38200,38262,0,0,0,0
5,0,10945,23478,24040,24455,34871,1,50,100,232
5,500,10918,32175,32043,32309,31926,0,0,0,0
6,0,8708,23631,24423,24702,32701,1,50,100,192
6,500,8920,29705,29798,30029,29676,0,0,0,0
7,0,6393,23357,24537,24387,30453,1,50,100,209
7,500,7725,27413,27447,28242,27386,0,0,0,0
8,0,4537,23759,24547,24642,28497,1,50,100,244
8,500,4496,25723,25461,25475,25748,0,0,0,0
9,0,2451,24274,24744,25305,26570,1,50,100,227
9,500,2416,23558,23534,23535,23554,0,0,0,0
