<version>,<mean_time>,<total>
0,0.388449,19.034
1,0.371286,18.193
2,0.378245,18.534
3,0.37149,18.203
4,0.372796,18.267
5,0.371184,18.188
6,0.370959,18.177
7,0.373184,18.286
8,0.373122,18.283
9,0.370327,18.146
10,0.370816,18.17
11,0.369898,18.125
12,0.370571,18.158
13,0.368878,18.075
14,0.387429,18.984
15,0.370449,18.152
16,0.369878,18.124
17,0.370347,18.147
18,0.371469,18.202
19,0.369184,18.09
20,0.371184,18.188
21,0.374714,18.361
22,0.372306,18.243
23,0.368449,18.054
24,0.371286,18.193
25,0.372776,18.266
26,0.371327,18.195
27,0.371714,18.214
28,0.372735,18.264
29,0.371898,18.223
30,0.388347,19.029
31,0.36702,17.984
32,0.370265,18.143
33,0.370571,18.158
34,0.372245,18.24
35,0.367571,18.011
36,0.374061,18.329
37,0.374898,18.37
38,0.372776,18.266
39,0.371204,18.189
40,0.371082,18.183
41,0.370633,18.161
42,0.375633,18.406
43,0.369224,18.092
44,0.371041,18.181
45,0.370286,18.144
46,0.372898,18.272
47,0.372102,18.233
48,0.371347,18.196
49,0.370184,18.139
50,0.371796,18.218
51,0.372592,18.257
52,0.372735,18.264
53,0.376633,18.455
54,0.376612,18.454
55,0.378918,18.567
56,0.376959,18.471
57,0.37898,18.57
58,0.381143,18.676
59,0.377796,18.512
60,0.376347,18.441
61,0.379408,18.591
62,0.382776,18.756
63,0.387633,18.994
64,0.378082,18.526
65,0.377633,18.504
66,0.374,18.326
67,0.379571,18.599
68,0.378449,18.544
69,0.379694,18.605
70,0.379163,18.579
71,0.377122,18.479
72,0.375347,18.392
73,0.379286,18.585
74,0.378878,18.565
75,0.379041,18.573
76,0.376286,18.438
77,0.38,18.62
78,0.378633,18.553
79,0.377633,18.504
80,0.378939,18.568
81,0.383429,18.788
82,0.382408,18.738
83,0.382857,18.76
84,0.386816,18.954
85,0.386796,18.953
86,0.388245,19.024
87,0.384286,18.83
88,0.385306,18.88
89,0.382776,18.756
90,0.382837,18.759
91,0.381653,18.701
92,0.380918,18.665
93,0.381286,18.683
94,0.389694,19.095
95,0.379143,18.578
96,0.381694,18.703
97,0.38098,18.668
98,0.384959,18.863
99,0.381429,18.69
100,0.382918,18.763
101,0.387327,18.979
102,0.384082,18.82
103,0.380612,18.65
104,0.389755,19.098
105,0.381245,18.681
106,0.386633,18.945
107,0.386612,18.944
108,0.390653,19.142
109,0.388714,19.047
110,0.384755,18.853
111,0.390388,19.129
112,0.387878,19.006
113,0.390898,19.154
114,0.386347,18.931
115,0.387755,19
116,0.383143,18.774
117,0.381122,18.675
118,0.385612,18.895
119,0.387469,18.986
120,0.386796,18.953
121,0.384143,18.823
122,0.384633,18.847
123,0.386245,18.926
124,0.380633,18.651
125,0.384347,18.833
126,0.384122,18.822
127,0.387531,18.989
128,0.386878,18.957
129,0.387939,19.009
130,0.393102,19.262
131,0.384612,18.846
132,0.386327,18.93
133,0.392776,19.246
134,0.383163,18.775
135,0.387184,18.972
136,0.387327,18.979
137,0.386245,18.926
138,0.383347,18.784
139,0.383082,18.771
140,0.382796,18.757
141,0.384388,18.835
142,0.38551,18.89
143,0.38551,18.89
144,0.389939,19.107
145,0.388122,19.018
146,0.389102,19.066
147,0.384327,18.832
148,0.387204,18.973
149,0.385531,18.891
150,0.386306,18.929
151,0.388571,19.04
152,0.390082,19.114
153,0.386204,18.924
154,0.392245,19.22
155,0.388347,19.029
156,0.391429,19.18
157,0.387388,18.982
158,0.401347,19.666
159,0.385388,18.884
160,0.389633,19.092
161,0.391,19.159
162,0.391184,19.168
163,0.391184,19.168
164,0.386571,18.942
165,0.385714,18.9
166,0.388408,19.032
167,0.385184,18.874
168,0.385245,18.877
169,0.389,19.061
170,0.387388,18.982
171,0.38498,18.864
172,0.388551,19.039
173,0.392163,19.216
174,0.391265,19.172
175,0.387224,18.974
176,0.387,18.963
177,0.392122,19.214
178,0.387184,18.972
179,0.38602,18.915
180,0.38849,19.036
181,0.388714,19.047
182,0.385388,18.884
183,0.386122,18.92
184,0.385449,18.887
185,0.387245,18.975
186,0.390837,19.151
187,0.390694,19.144
188,0.390204,19.12
189,0.389571,19.089
190,0.387592,18.992
191,0.392184,19.217
192,0.392204,19.218
193,0.389224,19.072
194,0.391735,19.195
195,0.387122,18.969
196,0.389633,19.092
197,0.391551,19.186
198,0.397286,19.467
199,0.392959,19.255
200,0.391224,19.17
201,0.38902,19.062
202,0.391531,19.185
203,0.388102,19.017
204,0.393878,19.3
205,0.394327,19.322
206,0.390653,19.142
207,0.391388,19.178
208,0.391592,19.188
209,0.389306,19.076
210,0.390388,19.129
211,0.389633,19.092
212,0.394347,19.323
213,0.391694,19.193
214,0.392571,19.236
215,0.390714,19.145
216,0.389755,19.098
217,0.393388,19.276
218,0.399673,19.584
219,0.393673,19.29
220,0.396571,19.432
221,0.391918,19.204
222,0.389939,19.107
223,0.389592,19.09
224,0.397122,19.459
225,0.396306,19.419
226,0.392714,19.243
227,0.396898,19.448
228,0.392612,19.238
229,0.390061,19.113
230,0.396551,19.431
231,0.395837,19.396
232,0.396816,19.444
233,0.394122,19.312
234,0.394449,19.328
235,0.395163,19.363
236,0.394469,19.329
237,0.392612,19.238
238,0.395184,19.364
239,0.393449,19.279
240,0.393653,19.289
241,0.395653,19.387
242,0.395469,19.378
243,0.394551,19.333
244,0.393571,19.285
245,0.393796,19.296
246,0.398755,19.539
247,0.395551,19.382
248,0.396388,19.423
249,0.397714,19.488
250,0.394694,19.34
251,0.397837,19.494
252,0.397122,19.459
253,0.396612,19.434
254,0.39698,19.452
255,0.398633,19.533
256,0.400082,19.604
257,0.39749,19.477
258,0.414755,20.323
259,0.395102,19.36
260,0.397837,19.494
261,0.395837,19.396
262,0.396122,19.41
263,0.400633,19.631
264,0.398143,19.509
265,0.39798,19.501
266,0.396184,19.413
267,0.39598,19.403
268,0.392204,19.218
269,0.395898,19.399
270,0.394143,19.313
271,0.393837,19.298
272,0.39798,19.501
273,0.397204,19.463
274,0.39751,19.478
275,0.397776,19.491
276,0.390408,19.13
277,0.398816,19.542
278,0.397735,19.489
279,0.400449,19.622
280,0.398714,19.537
281,0.400694,19.634
282,0.396714,19.439
283,0.399245,19.563
284,0.399551,19.578
285,0.396653,19.436
286,0.402612,19.728
287,0.405347,19.862
288,0.399918,19.596
289,0.401327,19.665
290,0.402735,19.734
291,0.397796,19.492
292,0.398408,19.522
293,0.39551,19.38
294,0.399429,19.572
295,0.39902,19.552
296,0.397286,19.467
297,0.399571,19.579
298,0.398408,19.522
299,0.396,19.404
300,0.397612,19.483
301,0.395939,19.401
302,0.398531,19.528
303,0.394694,19.34
304,0.40102,19.65
305,0.400918,19.645
306,0.396673,19.437
307,0.399245,19.563
308,0.398429,19.523
309,0.398245,19.514
310,0.404408,19.816
311,0.403816,19.787
312,0.397837,19.494
313,0.402449,19.72
314,0.398694,19.536
315,0.398184,19.511
316,0.399102,19.556
317,0.402041,19.7
318,0.397061,19.456
319,0.402122,19.704
320,0.40302,19.748
321,0.400367,19.618
322,0.396265,19.417
323,0.399388,19.57
324,0.401408,19.669
325,0.404082,19.8
326,0.402776,19.736
327,0.405327,19.861
328,0.423143,20.734
329,0.398408,19.522
330,0.40151,19.674
331,0.40051,19.625
332,0.398163,19.51
333,0.401776,19.687
334,0.404306,19.811
335,0.405367,19.863
336,0.401735,19.685
337,0.398286,19.516
338,0.398041,19.504
339,0.40402,19.797
340,0.405816,19.885
341,0.395673,19.388
342,0.401857,19.691
343,0.402143,19.705
344,0.396347,19.421
345,0.403816,19.787
346,0.402939,19.744
347,0.398592,19.531
348,0.398694,19.536
349,0.398,19.502
350,0.399,19.551
351,0.402102,19.703
352,0.400449,19.622
353,0.396551,19.431
354,0.399898,19.595
355,0.399673,19.584
356,0.398755,19.539
357,0.40098,19.648
358,0.401837,19.69
359,0.398918,19.547
360,0.399796,19.59
361,0.398653,19.534
362,0.397531,19.479
363,0.398939,19.548
364,0.39451,19.331
365,0.398082,19.506
366,0.396224,19.415
367,0.401286,19.663
368,0.398918,19.547
369,0.397388,19.472
370,0.399204,19.561
371,0.39949,19.575
372,0.425531,20.851
373,0.403041,19.749
374,0.402,19.698
375,0.398878,19.545
376,0.401204,19.659
377,0.396367,19.422
378,0.397898,19.497
379,0.402,19.698
380,0.398347,19.519
381,0.400857,19.642
382,0.39702,19.454
383,0.398714,19.537
384,0.400694,19.634
385,0.400837,19.641
386,0.399796,19.59
387,0.399694,19.585
388,0.397327,19.469
389,0.395429,19.376
390,0.397224,19.464
391,0.39598,19.403
392,0.40249,19.722
393,0.39549,19.379
394,0.398592,19.531
395,0.39551,19.38
396,0.394306,19.321
397,0.395592,19.384
398,0.397327,19.469
399,0.396633,19.435
400,0.39351,19.282
401,0.398612,19.532
402,0.400776,19.638
403,0.397286,19.467
404,0.392347,19.225
405,0.399633,19.582
406,0.39651,19.429
407,0.394816,19.346
408,0.393082,19.261
409,0.403551,19.774
410,0.398878,19.545
411,0.399918,19.596
412,0.396082,19.408
413,0.398735,19.538
414,0.412857,20.23
415,0.394449,19.328
416,0.403796,19.786
417,0.396143,19.411
418,0.397714,19.488
419,0.40202,19.699
420,0.399653,19.583
421,0.398306,19.517
422,0.401714,19.684
423,0.397306,19.468
424,0.399082,19.555
425,0.402714,19.733
426,0.396143,19.411
427,0.400082,19.604
428,0.395735,19.391
429,0.398429,19.523
430,0.395694,19.389
431,0.4,19.6
432,0.397102,19.458
433,0.399265,19.564
434,0.400184,19.609
435,0.398837,19.543
436,0.400061,19.603
437,0.398816,19.542
438,0.405224,19.856
439,0.404469,19.819
440,0.401633,19.68
441,0.402061,19.701
442,0.400735,19.636
443,0.409653,20.073
444,0.406041,19.896
445,0.405408,19.865
446,0.404102,19.801
447,0.409143,20.048
448,0.401714,19.684
449,0.401959,19.696
450,0.403245,19.759
451,0.402204,19.708
452,0.406224,19.905
453,0.401265,19.662
454,0.401286,19.663
455,0.404184,19.805
456,0.405776,19.883
457,0.407816,19.983
458,0.402898,19.742
459,0.405122,19.851
460,0.400347,19.617
461,0.40402,19.797
462,0.401143,19.656
463,0.407,19.943
464,0.403449,19.769
465,0.402163,19.706
466,0.402714,19.733
467,0.403796,19.786
468,0.404245,19.808
469,0.400286,19.614
470,0.403551,19.774
471,0.405857,19.887
472,0.404224,19.807
473,0.402837,19.739
474,0.405837,19.886
475,0.403837,19.788
476,0.410449,20.112
477,0.408204,20.002
478,0.406204,19.904
479,0.403592,19.776
480,0.408143,19.999
481,0.405551,19.872
482,0.402898,19.742
483,0.403612,19.777
484,0.402429,19.719
485,0.400878,19.643
486,0.406633,19.925
487,0.404469,19.819
488,0.405265,19.858
489,0.408429,20.013
490,0.403469,19.77
491,0.405571,19.873
492,0.407531,19.969
493,0.405714,19.88
494,0.407122,19.949
495,0.405408,19.865
496,0.405143,19.852
497,0.407571,19.971
498,0.40451,19.821
499,0.405898,19.889
500,0.410816,20.13
501,0.409449,20.063
502,0.411469,20.162
503,0.403102,19.752
504,0.409,20.041
505,0.403224,19.758
506,0.404265,19.809
507,0.406592,19.923
508,0.41198,20.187
509,0.411327,20.155
510,0.409612,20.071
511,0.410592,20.119
512,0.407755,19.98
513,0.40602,19.895
514,0.405,19.845
515,0.405224,19.856
516,0.404327,19.812
517,0.405408,19.865
518,0.409061,20.044
519,0.40902,20.042
520,0.402714,19.733
521,0.405918,19.89
522,0.408449,20.014
523,0.412,20.188
524,0.409612,20.071
525,0.408551,20.019
526,0.407122,19.949
527,0.409245,20.053
528,0.407592,19.972
529,0.410694,20.124
530,0.409592,20.07
531,0.406551,19.921
532,0.404429,19.817
533,0.404306,19.811
534,0.409041,20.043
535,0.408816,20.032
536,0.408245,20.004
537,0.408755,20.029
538,0.411429,20.16
539,0.409939,20.087
540,0.406633,19.925
541,0.409224,20.052
542,0.409408,20.061
543,0.404898,19.84
544,0.405878,19.888
545,0.410163,20.098
546,0.409755,20.078
547,0.406939,19.94
548,0.406041,19.896
549,0.405776,19.883
550,0.41049,20.114
551,0.413592,20.266
552,0.409673,20.074
553,0.416204,20.394
554,0.415571,20.363
555,0.416102,20.389
556,0.418184,20.491
557,0.415122,20.341
558,0.414633,20.317
559,0.419041,20.533
560,0.416796,20.423
561,0.421776,20.667
562,0.418224,20.493
563,0.419224,20.542
564,0.425612,20.855
565,0.413122,20.243
566,0.416857,20.426
567,0.417571,20.461
568,0.413,20.237
569,0.415163,20.343
570,0.409918,20.086
571,0.418939,20.528
572,0.418122,20.488
573,0.423082,20.731
574,0.418469,20.505
575,0.413265,20.25
576,0.417184,20.442
577,0.420796,20.619
578,0.421347,20.646
579,0.417184,20.442
580,0.417449,20.455
581,0.421592,20.658
582,0.419082,20.535
583,0.424143,20.783
584,0.421184,20.638
585,0.418449,20.504
586,0.417245,20.445
587,0.419061,20.534
588,0.413776,20.275
589,0.421592,20.658
590,0.420184,20.589
591,0.421286,20.643
592,0.418388,20.501
593,0.417551,20.46
594,0.419102,20.536
595,0.417918,20.478
596,0.412408,20.208
597,0.417265,20.446
598,0.415571,20.363
599,0.415429,20.356
600,0.416347,20.401
601,0.413878,20.28
602,0.415163,20.343
603,0.414429,20.307
604,0.417347,20.45
605,0.413,20.237
606,0.420204,20.59
607,0.417102,20.438
608,0.422245,20.69
609,0.419735,20.567
610,0.421122,20.635
611,0.421429,20.65
612,0.418,20.482
613,0.416184,20.393
614,0.420204,20.59
615,0.417735,20.469
616,0.419612,20.561
617,0.418367,20.5
618,0.422327,20.694
619,0.421918,20.674
620,0.419673,20.564
621,0.415041,20.337
622,0.419184,20.54
623,0.416673,20.417
624,0.417367,20.451
625,0.418429,20.503
