<version>,<mean_time>,<total>
0,0.0301538,0.392
1,0.0293077,0.381
2,0.0259231,0.337
3,0.0270769,0.352
4,0.0263846,0.343
5,0.0270769,0.352
6,0.0271538,0.353
7,0.0288462,0.375
8,0.0253077,0.329
9,0.0253077,0.329
10,0.0274615,0.357
11,0.0244615,0.318
12,0.0240769,0.313
13,0.0246923,0.321
14,0.0277692,0.361
15,0.0277692,0.361
16,0.0272308,0.354
17,0.0266923,0.347
18,0.0248462,0.323
19,0.0276154,0.359
20,0.0286154,0.372
21,0.0297692,0.387
22,0.0283077,0.368
23,0.0234615,0.305
24,0.0249231,0.324
25,0.0241538,0.314
26,0.0263846,0.343
27,0.0267692,0.348
28,0.0246154,0.32
29,0.0282308,0.367
30,0.0277692,0.361
31,0.0278462,0.362
32,0.0285385,0.371
33,0.0241538,0.314
34,0.026,0.338
35,0.0266154,0.346
36,0.0284615,0.37
37,0.0251538,0.327
38,0.0259231,0.337
39,0.0291538,0.379
40,0.0252308,0.328
41,0.0256154,0.333
42,0.0271538,0.353
43,0.0252308,0.328
44,0.0241538,0.314
45,0.0251538,0.327
46,0.0266923,0.347
47,0.0235385,0.306
48,0.0264615,0.344
49,0.0253077,0.329
50,0.0244615,0.318
51,0.0251538,0.327
52,0.0280769,0.365
53,0.0301538,0.392
54,0.0275385,0.358
55,0.0239231,0.311
56,0.0245385,0.319
57,0.0250769,0.326
58,0.0247692,0.322
59,0.0273077,0.355
60,0.0283077,0.368
61,0.0254615,0.331
62,0.0281538,0.366
63,0.0257692,0.335
64,0.0248462,0.323
65,0.0244615,0.318
66,0.0258462,0.336
67,0.0264615,0.344
68,0.0279231,0.363
69,0.0243846,0.317
70,0.0256154,0.333
71,0.0250769,0.326
72,0.0259231,0.337
73,0.0253846,0.33
74,0.0260769,0.339
75,0.0234615,0.305
76,0.0229231,0.298
77,0.0237692,0.309
78,0.0241538,0.314
79,0.0238462,0.31
80,0.0271538,0.353
81,0.0241538,0.314
82,0.0306923,0.399
83,0.0243077,0.316
84,0.0260769,0.339
85,0.0283846,0.369
86,0.0301538,0.392
87,0.0231538,0.301
88,0.0260769,0.339
89,0.023,0.299
90,0.0246154,0.32
91,0.0266923,0.347
92,0.0256923,0.334
93,0.0289231,0.376
94,0.0263077,0.342
95,0.0296154,0.385
96,0.0239231,0.311
97,0.0246154,0.32
98,0.0291538,0.379
99,0.0263077,0.342
100,0.0271538,0.353
101,0.0240769,0.313
102,0.0246923,0.321
103,0.0304615,0.396
104,0.0283846,0.369
105,0.0236923,0.308
106,0.0265385,0.345
107,0.0279231,0.363
108,0.0277692,0.361
109,0.0260769,0.339
110,0.0261538,0.34
111,0.0326154,0.424
112,0.0238462,0.31
113,0.0284615,0.37
114,0.0254615,0.331
115,0.0254615,0.331
116,0.0266154,0.346
117,0.0303846,0.395
118,0.0271538,0.353
119,0.0263846,0.343
120,0.0262308,0.341
121,0.0280769,0.365
122,0.0297692,0.387
123,0.0232308,0.302
124,0.0276923,0.36
125,0.0304615,0.396
126,0.0248462,0.323
127,0.0221538,0.288
128,0.0279231,0.363
129,0.029,0.377
