<version>,<mean_time>,<total>
0,0.0124615,0.162
1,0.0120769,0.157
2,0.0113846,0.148
3,0.0122308,0.159
4,0.0118462,0.154
5,0.0133846,0.174
6,0.0134615,0.175
7,0.0113077,0.147
8,0.0118462,0.154
9,0.0101538,0.132
10,0.00969231,0.126
11,0.0100769,0.131
12,0.00907692,0.118
13,0.0124615,0.162
14,0.01,0.13
15,0.0113846,0.148
16,0.0100769,0.131
17,0.012,0.156
18,0.00961538,0.125
19,0.0112308,0.146
20,0.00938462,0.122
21,0.0114615,0.149
22,0.00984615,0.128
23,0.0106154,0.138
24,0.0112308,0.146
25,0.0102308,0.133
26,0.0110769,0.144
27,0.00984615,0.128
28,0.0132308,0.172
29,0.011,0.143
30,0.0107692,0.14
31,0.0106923,0.139
32,0.00984615,0.128
33,0.0101538,0.132
34,0.0108462,0.141
35,0.011,0.143
36,0.0102308,0.133
37,0.0109231,0.142
38,0.0119231,0.155
39,0.0119231,0.155
40,0.0133077,0.173
41,0.0103077,0.134
42,0.0125385,0.163
43,0.0105385,0.137
44,0.011,0.143
45,0.01,0.13
46,0.0115385,0.15
47,0.012,0.156
48,0.00961538,0.125
49,0.0122308,0.159
50,0.0120769,0.157
51,0.00961538,0.125
52,0.0133846,0.174
53,0.0133077,0.173
54,0.0146923,0.191
55,0.0129231,0.168
56,0.0121538,0.158
57,0.0117692,0.153
58,0.0115385,0.15
59,0.0115385,0.15
60,0.0104615,0.136
61,0.0113077,0.147
62,0.0109231,0.142
63,0.0138462,0.18
64,0.0104615,0.136
65,0.0114615,0.149
66,0.0124615,0.162
67,0.012,0.156
68,0.0102308,0.133
69,0.0116154,0.151
70,0.0106154,0.138
71,0.0122308,0.159
72,0.0118462,0.154
73,0.0114615,0.149
74,0.00938462,0.122
75,0.0127692,0.166
76,0.0143846,0.187
77,0.0114615,0.149
78,0.0123846,0.161
79,0.011,0.143
80,0.0111538,0.145
81,0.0116154,0.151
82,0.0120769,0.157
83,0.0123077,0.16
84,0.0127692,0.166
85,0.0129231,0.168
86,0.0113077,0.147
87,0.0111538,0.145
88,0.0119231,0.155
89,0.0116923,0.152
90,0.0114615,0.149
91,0.0131538,0.171
92,0.0122308,0.159
93,0.0103077,0.134
94,0.00992308,0.129
95,0.0132308,0.172
96,0.0129231,0.168
97,0.0115385,0.15
98,0.0124615,0.162
99,0.0130769,0.17
100,0.0124615,0.162
101,0.00984615,0.128
102,0.00961538,0.125
103,0.013,0.169
104,0.0134615,0.175
105,0.0122308,0.159
106,0.0113077,0.147
107,0.0125385,0.163
108,0.0122308,0.159
109,0.0114615,0.149
110,0.0133846,0.174
111,0.0113846,0.148
112,0.0114615,0.149
113,0.0117692,0.153
114,0.0101538,0.132
115,0.0118462,0.154
116,0.0114615,0.149
117,0.0117692,0.153
118,0.0107692,0.14
119,0.0127692,0.166
120,0.0127692,0.166
121,0.0126923,0.165
122,0.0121538,0.158
123,0.00984615,0.128
124,0.0127692,0.166
125,0.0121538,0.158
126,0.0125385,0.163
127,0.0112308,0.146
128,0.0101538,0.132
129,0.0121538,0.158
130,0.0153077,0.199
131,0.0101538,0.132
132,0.0101538,0.132
133,0.0117692,0.153
134,0.0100769,0.131
135,0.0102308,0.133
136,0.0106154,0.138
137,0.0114615,0.149
138,0.00884615,0.115
139,0.0114615,0.149
140,0.0103077,0.134
141,0.0114615,0.149
142,0.00846154,0.11
143,0.0116154,0.151
144,0.0127692,0.166
145,0.0106154,0.138
146,0.011,0.143
147,0.0120769,0.157
148,0.0115385,0.15
149,0.0112308,0.146
150,0.0103077,0.134
151,0.0115385,0.15
152,0.0104615,0.136
153,0.0106923,0.139
154,0.0110769,0.144
155,0.0115385,0.15
156,0.0118462,0.154
157,0.00953846,0.124
158,0.0101538,0.132
159,0.0123077,0.16
160,0.012,0.156
161,0.012,0.156
162,0.011,0.143
163,0.01,0.13
164,0.0114615,0.149
165,0.00992308,0.129
166,0.0105385,0.137
167,0.00923077,0.12
168,0.00930769,0.121
169,0.00984615,0.128
170,0.0108462,0.141
171,0.01,0.13
172,0.0103077,0.134
173,0.0117692,0.153
174,0.0102308,0.133
175,0.00946154,0.123
176,0.00953846,0.124
177,0.0110769,0.144
178,0.0115385,0.15
179,0.0123846,0.161
180,0.0119231,0.155
181,0.0119231,0.155
182,0.00907692,0.118
183,0.0116154,0.151
184,0.0104615,0.136
185,0.00946154,0.123
186,0.0107692,0.14
187,0.0108462,0.141
188,0.011,0.143
189,0.0103077,0.134
190,0.0122308,0.159
191,0.0113077,0.147
192,0.0106154,0.138
193,0.0116154,0.151
194,0.0106923,0.139
195,0.0116923,0.152
196,0.00984615,0.128
197,0.01,0.13
198,0.0109231,0.142
199,0.00969231,0.126
200,0.0119231,0.155
201,0.0118462,0.154
202,0.0113846,0.148
203,0.0113846,0.148
204,0.0120769,0.157
205,0.0114615,0.149
206,0.0106154,0.138
207,0.0115385,0.15
208,0.0118462,0.154
209,0.0111538,0.145
210,0.00992308,0.129
211,0.0123077,0.16
212,0.0122308,0.159
213,0.0137692,0.179
214,0.0140769,0.183
215,0.0105385,0.137
216,0.0110769,0.144
217,0.0101538,0.132
218,0.0122308,0.159
219,0.0133077,0.173
220,0.012,0.156
221,0.0123846,0.161
222,0.012,0.156
223,0.0117692,0.153
224,0.0118462,0.154
225,0.011,0.143
226,0.0118462,0.154
227,0.0105385,0.137
228,0.0105385,0.137
229,0.0105385,0.137
230,0.0127692,0.166
231,0.0136154,0.177
232,0.0113846,0.148
233,0.01,0.13
234,0.0128462,0.167
235,0.013,0.169
236,0.0127692,0.166
237,0.0141538,0.184
238,0.0133077,0.173
239,0.0143077,0.186
240,0.0104615,0.136
241,0.0111538,0.145
242,0.0121538,0.158
243,0.0128462,0.167
244,0.0109231,0.142
245,0.0113077,0.147
246,0.0112308,0.146
247,0.0102308,0.133
248,0.0130769,0.17
249,0.0114615,0.149
250,0.00930769,0.121
251,0.00961538,0.125
252,0.0116154,0.151
253,0.0110769,0.144
254,0.00969231,0.126
255,0.0102308,0.133
256,0.0124615,0.162
257,0.0139231,0.181
258,0.00946154,0.123
259,0.0116923,0.152
260,0.0128462,0.167
261,0.0111538,0.145
262,0.011,0.143
263,0.0100769,0.131
264,0.0113077,0.147
265,0.0103846,0.135
266,0.0104615,0.136
267,0.0122308,0.159
268,0.0107692,0.14
269,0.0112308,0.146
270,0.0108462,0.141
271,0.01,0.13
272,0.012,0.156
273,0.00984615,0.128
274,0.0150769,0.196
275,0.0103846,0.135
276,0.011,0.143
277,0.0126154,0.164
278,0.0106154,0.138
279,0.0113077,0.147
280,0.00992308,0.129
281,0.00961538,0.125
282,0.0127692,0.166
283,0.0128462,0.167
284,0.0107692,0.14
285,0.0104615,0.136
286,0.0106154,0.138
287,0.0117692,0.153
288,0.00946154,0.123
289,0.0104615,0.136
290,0.0102308,0.133
291,0.00946154,0.123
292,0.0119231,0.155
293,0.0109231,0.142
294,0.0102308,0.133
295,0.0103077,0.134
296,0.0128462,0.167
297,0.0110769,0.144
298,0.0122308,0.159
299,0.011,0.143
300,0.0109231,0.142
301,0.00953846,0.124
302,0.0115385,0.15
303,0.0116154,0.151
304,0.0102308,0.133
305,0.0119231,0.155
306,0.0116923,0.152
307,0.0123846,0.161
308,0.0111538,0.145
309,0.0116154,0.151
310,0.0104615,0.136
311,0.0106923,0.139
312,0.011,0.143
313,0.0126923,0.165
314,0.0103846,0.135
315,0.0102308,0.133
316,0.0108462,0.141
317,0.009,0.117
318,0.0101538,0.132
319,0.00946154,0.123
320,0.00938462,0.122
321,0.00992308,0.129
322,0.0109231,0.142
323,0.0130769,0.17
324,0.0114615,0.149
325,0.00938462,0.122
326,0.00984615,0.128
327,0.00946154,0.123
328,0.00953846,0.124
329,0.0119231,0.155
330,0.0105385,0.137
331,0.0108462,0.141
332,0.012,0.156
333,0.00969231,0.126
334,0.00923077,0.12
335,0.0111538,0.145
336,0.0103846,0.135
337,0.00992308,0.129
338,0.0114615,0.149
339,0.0103077,0.134
340,0.0122308,0.159
341,0.00984615,0.128
342,0.0113846,0.148
343,0.00953846,0.124
344,0.00946154,0.123
345,0.00915385,0.119
346,0.00953846,0.124
347,0.01,0.13
348,0.0118462,0.154
349,0.0101538,0.132
350,0.0104615,0.136
351,0.00969231,0.126
352,0.00907692,0.118
353,0.0105385,0.137
354,0.0113077,0.147
355,0.00976923,0.127
356,0.0106154,0.138
357,0.00961538,0.125
358,0.0115385,0.15
359,0.00961538,0.125
360,0.0109231,0.142
361,0.00992308,0.129
362,0.0114615,0.149
363,0.00923077,0.12
364,0.0106923,0.139
365,0.00915385,0.119
366,0.0100769,0.131
367,0.00930769,0.121
368,0.00953846,0.124
369,0.00961538,0.125
370,0.00930769,0.121
371,0.00976923,0.127
372,0.0101538,0.132
373,0.00930769,0.121
374,0.0115385,0.15
375,0.0115385,0.15
376,0.00961538,0.125
377,0.0115385,0.15
378,0.0102308,0.133
379,0.0105385,0.137
380,0.00915385,0.119
381,0.00930769,0.121
382,0.0115385,0.15
383,0.00923077,0.12
384,0.0115385,0.15
385,0.00992308,0.129
386,0.00953846,0.124
387,0.00992308,0.129
388,0.0104615,0.136
389,0.0100769,0.131
390,0.00984615,0.128
391,0.0121538,0.158
392,0.0105385,0.137
393,0.0126154,0.164
394,0.00946154,0.123
395,0.0110769,0.144
396,0.00884615,0.115
397,0.00892308,0.116
398,0.00953846,0.124
399,0.00884615,0.115
400,0.01,0.13
401,0.0105385,0.137
402,0.0107692,0.14
403,0.0100769,0.131
404,0.0106923,0.139
405,0.00953846,0.124
406,0.00976923,0.127
407,0.00869231,0.113
408,0.00861538,0.112
409,0.00969231,0.126
410,0.0102308,0.133
411,0.0105385,0.137
412,0.0111538,0.145
413,0.0108462,0.141
414,0.0119231,0.155
415,0.00961538,0.125
416,0.0129231,0.168
417,0.0103077,0.134
418,0.0106923,0.139
419,0.00946154,0.123
420,0.00961538,0.125
421,0.0103846,0.135
422,0.00969231,0.126
423,0.00861538,0.112
424,0.00969231,0.126
425,0.0106923,0.139
426,0.0116154,0.151
427,0.0108462,0.141
428,0.0101538,0.132
429,0.00907692,0.118
430,0.00992308,0.129
431,0.00869231,0.113
432,0.0112308,0.146
433,0.0110769,0.144
434,0.0105385,0.137
435,0.0104615,0.136
436,0.00961538,0.125
437,0.0104615,0.136
438,0.00946154,0.123
439,0.00892308,0.116
440,0.00961538,0.125
441,0.00907692,0.118
442,0.00976923,0.127
443,0.0101538,0.132
444,0.0100769,0.131
445,0.0106923,0.139
446,0.0113846,0.148
447,0.01,0.13
448,0.0125385,0.163
449,0.0118462,0.154
450,0.0105385,0.137
451,0.0104615,0.136
452,0.0119231,0.155
453,0.00976923,0.127
454,0.00984615,0.128
455,0.0100769,0.131
456,0.0121538,0.158
457,0.011,0.143
458,0.0109231,0.142
459,0.0103846,0.135
460,0.0133846,0.174
461,0.00984615,0.128
462,0.00876923,0.114
463,0.00892308,0.116
464,0.0111538,0.145
465,0.0106923,0.139
466,0.0101538,0.132
467,0.00992308,0.129
468,0.0110769,0.144
469,0.0100769,0.131
470,0.0123077,0.16
471,0.0103077,0.134
472,0.00992308,0.129
473,0.00915385,0.119
474,0.0113077,0.147
475,0.00961538,0.125
476,0.0108462,0.141
477,0.0116923,0.152
478,0.0108462,0.141
479,0.00953846,0.124
480,0.00930769,0.121
481,0.0115385,0.15
482,0.0126154,0.164
483,0.0109231,0.142
484,0.0104615,0.136
485,0.0103077,0.134
486,0.0103077,0.134
487,0.0100769,0.131
488,0.00969231,0.126
489,0.0107692,0.14
490,0.0105385,0.137
491,0.00892308,0.116
492,0.0120769,0.157
493,0.01,0.13
494,0.0116154,0.151
495,0.0122308,0.159
496,0.0112308,0.146
497,0.0103846,0.135
498,0.00923077,0.12
499,0.0103846,0.135
500,0.0103077,0.134
501,0.00930769,0.121
502,0.0102308,0.133
503,0.00953846,0.124
504,0.0109231,0.142
505,0.0102308,0.133
506,0.0103077,0.134
507,0.00992308,0.129
508,0.0120769,0.157
509,0.011,0.143
510,0.0113077,0.147
511,0.0126923,0.165
512,0.0110769,0.144
513,0.0125385,0.163
514,0.00961538,0.125
515,0.00876923,0.114
516,0.0114615,0.149
517,0.011,0.143
518,0.00953846,0.124
519,0.00892308,0.116
520,0.0116154,0.151
521,0.0103077,0.134
522,0.00992308,0.129
523,0.0102308,0.133
524,0.0106154,0.138
525,0.00976923,0.127
526,0.00984615,0.128
527,0.00946154,0.123
528,0.0105385,0.137
529,0.0103846,0.135
530,0.0114615,0.149
531,0.00961538,0.125
532,0.0107692,0.14
533,0.0107692,0.14
534,0.00930769,0.121
535,0.00992308,0.129
536,0.00984615,0.128
537,0.0135385,0.176
538,0.0113846,0.148
539,0.00923077,0.12
540,0.00961538,0.125
541,0.0105385,0.137
542,0.0119231,0.155
543,0.0117692,0.153
544,0.0103846,0.135
545,0.012,0.156
546,0.00992308,0.129
547,0.0113077,0.147
548,0.0117692,0.153
549,0.0100769,0.131
550,0.00938462,0.122
551,0.0109231,0.142
552,0.00938462,0.122
