<version>,<mean_time>,<total>
0,0.0755102,3.7
1,0.0738571,3.619
2,0.072898,3.572
3,0.0715306,3.505
4,0.0733061,3.592
5,0.0717347,3.515
6,0.0712857,3.493
7,0.0719796,3.527
8,0.0711224,3.485
9,0.0707755,3.468
10,0.0717551,3.516
11,0.0716531,3.511
12,0.0706939,3.464
13,0.0709388,3.476
14,0.0717959,3.518
15,0.0736122,3.607
16,0.0726122,3.558
17,0.0727143,3.563
18,0.0720816,3.532
19,0.0728367,3.569
20,0.0728367,3.569
21,0.0719184,3.524
22,0.0717755,3.517
23,0.0724898,3.552
24,0.0729388,3.574
25,0.072102,3.533
26,0.0724694,3.551
27,0.071898,3.523
28,0.0723878,3.547
29,0.0727959,3.567
30,0.0742857,3.64
31,0.0725714,3.556
32,0.0723673,3.546
33,0.0713673,3.497
34,0.071449,3.501
35,0.073551,3.604
36,0.0718163,3.519
37,0.071551,3.506
38,0.0714082,3.499
39,0.0701224,3.436
40,0.072449,3.55
41,0.0719388,3.525
42,0.0712653,3.492
43,0.0724694,3.551
44,0.0738776,3.62
45,0.074,3.626
46,0.0731224,3.583
47,0.0754286,3.696
48,0.0738367,3.618
49,0.0741224,3.632
50,0.0748776,3.669
51,0.0739388,3.623
52,0.0744694,3.649
53,0.0762041,3.734
54,0.0738367,3.618
55,0.0743673,3.644
56,0.0743878,3.645
57,0.0736122,3.607
58,0.0761224,3.73
59,0.074898,3.67
60,0.0739388,3.623
61,0.0744898,3.65
62,0.0754082,3.695
63,0.0743673,3.644
64,0.0748776,3.669
65,0.0751633,3.683
66,0.0738776,3.62
67,0.0743265,3.642
68,0.0745918,3.655
69,0.0753061,3.69
70,0.0755306,3.701
71,0.0745306,3.652
72,0.0740204,3.627
73,0.074102,3.631
74,0.0753265,3.691
75,0.0758776,3.718
76,0.0753061,3.69
77,0.0743061,3.641
78,0.0758367,3.716
79,0.0751633,3.683
80,0.0740204,3.627
81,0.0736939,3.611
82,0.0774694,3.796
83,0.0753265,3.691
84,0.0768776,3.767
85,0.0768367,3.765
86,0.0783878,3.841
87,0.0767959,3.763
88,0.0764694,3.747
89,0.0761224,3.73
90,0.0769592,3.771
91,0.0765714,3.752
92,0.0752245,3.686
93,0.0768571,3.766
94,0.0773673,3.791
95,0.077,3.773
96,0.0772857,3.787
97,0.0779388,3.819
98,0.0766327,3.755
99,0.0760612,3.727
100,0.0764694,3.747
101,0.0757551,3.712
102,0.0751837,3.684
103,0.0756327,3.706
104,0.0763061,3.739
105,0.075449,3.697
106,0.0753469,3.692
107,0.0761633,3.732
108,0.0763469,3.741
109,0.0772653,3.786
110,0.0746939,3.66
111,0.0752449,3.687
112,0.0755102,3.7
113,0.0750204,3.676
114,0.0762857,3.738
115,0.0769592,3.771
116,0.0770204,3.774
117,0.0771837,3.782
118,0.076102,3.729
119,0.0759388,3.721
120,0.0756531,3.707
121,0.0745918,3.655
122,0.075551,3.702
123,0.076102,3.729
124,0.076449,3.746
125,0.0754082,3.695
126,0.077,3.773
127,0.0776531,3.805
128,0.0762857,3.738
129,0.0773469,3.79
130,0.0774694,3.796
131,0.0770612,3.776
132,0.0752653,3.688
133,0.0766735,3.757
134,0.0757959,3.714
135,0.0747959,3.665
136,0.0758571,3.717
137,0.0770816,3.777
138,0.0762449,3.736
139,0.0768163,3.764
140,0.0759796,3.723
141,0.0763265,3.74
142,0.0762245,3.735
143,0.0766939,3.758
144,0.0770612,3.776
145,0.0761429,3.731
146,0.0763673,3.742
147,0.0754898,3.699
148,0.0764082,3.744
149,0.0770612,3.776
150,0.0763673,3.742
151,0.0767551,3.761
152,0.0755306,3.701
153,0.0762449,3.736
154,0.0761224,3.73
155,0.0780816,3.826
156,0.0765102,3.749
157,0.0759592,3.722
158,0.0767755,3.762
159,0.0759184,3.72
160,0.0760408,3.726
161,0.0778571,3.815
162,0.076102,3.729
163,0.075,3.675
164,0.0755714,3.703
165,0.0764286,3.745
166,0.0761837,3.733
167,0.0752857,3.689
168,0.0744898,3.65
169,0.075898,3.719
170,0.0757551,3.712
171,0.0766122,3.754
172,0.0886531,4.344
173,0.0778367,3.814
174,0.0777347,3.809
175,0.078102,3.827
176,0.0766735,3.757
177,0.0767755,3.762
178,0.0765918,3.753
179,0.0750612,3.678
180,0.0771633,3.781
181,0.0772449,3.785
182,0.0771837,3.782
183,0.0776327,3.804
184,0.0766939,3.758
185,0.078,3.822
186,0.0776122,3.803
187,0.0788776,3.865
188,0.0767551,3.761
189,0.0767347,3.76
190,0.0767551,3.761
191,0.0783673,3.84
192,0.0781224,3.828
193,0.0771429,3.78
194,0.0776327,3.804
195,0.0783061,3.837
196,0.0780816,3.826
197,0.0778163,3.813
198,0.0781633,3.83
199,0.0783673,3.84
200,0.0787551,3.859
201,0.0786531,3.854
202,0.0769388,3.77
203,0.0787347,3.858
204,0.0787347,3.858
205,0.0791224,3.877
206,0.0782449,3.834
207,0.0791837,3.88
208,0.078102,3.827
209,0.0788776,3.865
210,0.0789796,3.87
211,0.0789796,3.87
212,0.0793673,3.889
213,0.0779796,3.821
214,0.0772653,3.786
215,0.0789796,3.87
216,0.0787551,3.859
217,0.0802041,3.93
218,0.0791633,3.879
219,0.078551,3.849
220,0.079102,3.876
221,0.0776939,3.807
222,0.0783878,3.841
223,0.0794694,3.894
224,0.0805306,3.946
225,0.0802041,3.93
226,0.0787143,3.857
227,0.0798776,3.914
228,0.0795102,3.896
229,0.0791429,3.878
230,0.0790612,3.874
231,0.0793061,3.886
232,0.080102,3.925
233,0.0796327,3.902
234,0.0800204,3.921
235,0.0803469,3.937
236,0.0799184,3.916
237,0.0811224,3.975
238,0.0798367,3.912
239,0.0807959,3.959
240,0.080898,3.964
241,0.0795306,3.897
242,0.0794694,3.894
243,0.0791224,3.877
244,0.0788776,3.865
245,0.0812449,3.981
246,0.0823265,4.034
247,0.0804082,3.94
248,0.0786122,3.852
249,0.0800612,3.923
250,0.0792449,3.883
251,0.0783265,3.838
252,0.0804286,3.941
253,0.0810204,3.97
254,0.0813878,3.988
255,0.0802245,3.931
256,0.0792245,3.882
257,0.0802245,3.931
258,0.0814286,3.99
259,0.0815102,3.994
260,0.0802449,3.932
261,0.0812653,3.982
262,0.0803673,3.938
263,0.0815714,3.997
264,0.0796327,3.902
265,0.0801224,3.926
266,0.0803673,3.938
267,0.0812041,3.979
268,0.0802041,3.93
269,0.0813673,3.987
270,0.0802245,3.931
271,0.0791429,3.878
272,0.0809592,3.967
273,0.0803878,3.939
274,0.0800816,3.924
275,0.0810204,3.97
276,0.078551,3.849
277,0.0797959,3.91
278,0.0808776,3.963
279,0.0807143,3.955
280,0.0820204,4.019
281,0.080898,3.964
282,0.0804898,3.944
283,0.0807551,3.957
284,0.0805306,3.946
285,0.0807143,3.955
286,0.0806327,3.951
287,0.0808776,3.963
288,0.0803878,3.939
289,0.0802857,3.934
290,0.0808776,3.963
291,0.0805102,3.945
292,0.0806735,3.953
293,0.0788367,3.863
294,0.0791224,3.877
295,0.0809796,3.968
296,0.081898,4.013
297,0.0801837,3.929
298,0.0812653,3.982
299,0.0816531,4.001
300,0.0813469,3.986
301,0.0811633,3.977
302,0.0828776,4.061
303,0.0824694,4.041
304,0.0813469,3.986
305,0.0817755,4.007
306,0.0807551,3.957
307,0.0810408,3.971
308,0.0798163,3.911
309,0.0807347,3.956
310,0.0837143,4.102
311,0.0839592,4.114
312,0.0841633,4.124
313,0.0824694,4.041
314,0.0811224,3.975
315,0.0837347,4.103
316,0.0829796,4.066
317,0.0830204,4.068
318,0.0830816,4.071
319,0.0838571,4.109
320,0.0832653,4.08
321,0.0830408,4.069
322,0.0820204,4.019
323,0.0840816,4.12
324,0.0843673,4.134
325,0.0820408,4.02
326,0.0827347,4.054
327,0.0823469,4.035
328,0.083,4.067
329,0.0836122,4.097
330,0.0833673,4.085
331,0.0827347,4.054
332,0.0843469,4.133
333,0.0832653,4.08
334,0.0835102,4.092
335,0.0833878,4.086
336,0.0824898,4.042
337,0.0816531,4.001
338,0.0827959,4.057
339,0.0826939,4.052
340,0.0824286,4.039
341,0.0821633,4.026
342,0.0818571,4.011
343,0.0831224,4.073
344,0.0826939,4.052
345,0.0839592,4.114
346,0.083898,4.111
347,0.0836122,4.097
348,0.0836531,4.099
349,0.0827755,4.056
350,0.0821837,4.027
351,0.0829592,4.065
352,0.0819388,4.015
353,0.082449,4.04
354,0.0814286,3.99
355,0.0820816,4.022
356,0.0819388,4.015
357,0.0830408,4.069
358,0.083,4.067
359,0.0814694,3.992
360,0.0823469,4.035
361,0.082102,4.023
362,0.0823265,4.034
363,0.0826939,4.052
364,0.0825918,4.047
365,0.0823469,4.035
366,0.0842653,4.129
367,0.0838571,4.109
368,0.0834898,4.091
369,0.0824082,4.038
370,0.0827347,4.054
371,0.0823265,4.034
372,0.0826531,4.05
373,0.0831837,4.076
374,0.084551,4.143
375,0.0837959,4.106
376,0.0839796,4.115
377,0.0831633,4.075
378,0.0833469,4.084
379,0.0834082,4.087
380,0.0834898,4.091
381,0.0831633,4.075
382,0.0827143,4.053
383,0.0823061,4.033
384,0.0821837,4.027
385,0.0825918,4.047
386,0.0836735,4.1
387,0.0834694,4.09
388,0.0833265,4.083
389,0.0824082,4.038
390,0.0842449,4.128
391,0.0821224,4.024
392,0.0837347,4.103
393,0.084102,4.121
394,0.0832857,4.081
395,0.083,4.067
396,0.0825918,4.047
397,0.0826735,4.051
398,0.0832041,4.077
399,0.0832245,4.078
400,0.0833878,4.086
401,0.0835918,4.096
402,0.0817347,4.005
403,0.0823878,4.037
404,0.0831633,4.075
405,0.0825714,4.046
406,0.0816939,4.003
407,0.0820816,4.022
408,0.0839388,4.113
409,0.0828571,4.06
410,0.0827347,4.054
411,0.0833265,4.083
412,0.0832245,4.078
413,0.0836939,4.101
414,0.0995918,4.88
415,0.0832245,4.078
416,0.0825918,4.047
417,0.0825714,4.046
418,0.0835306,4.093
419,0.0829388,4.064
420,0.0831633,4.075
421,0.0830408,4.069
422,0.0836939,4.101
423,0.0839796,4.115
424,0.0830816,4.071
425,0.0836939,4.101
426,0.082898,4.062
427,0.0836122,4.097
428,0.0839388,4.113
429,0.0824694,4.041
430,0.0846939,4.15
431,0.0845102,4.141
432,0.084449,4.138
433,0.082,4.018
434,0.085102,4.17
435,0.0826735,4.051
436,0.082898,4.062
437,0.0831633,4.075
438,0.0836531,4.099
439,0.0843265,4.132
440,0.0838571,4.109
441,0.0845102,4.141
442,0.0830204,4.068
443,0.0852857,4.179
444,0.083102,4.072
445,0.0871633,4.271
446,0.084449,4.138
447,0.0873878,4.282
448,0.0859184,4.21
449,0.0845102,4.141
450,0.0848571,4.158
451,0.085551,4.192
452,0.0872857,4.277
453,0.085898,4.209
454,0.0851633,4.173
455,0.0849796,4.164
456,0.0856735,4.198
457,0.0838571,4.109
458,0.084,4.116
459,0.086,4.214
460,0.084,4.116
461,0.0849388,4.162
462,0.0853265,4.181
463,0.0854082,4.185
464,0.0869592,4.261
465,0.0857551,4.202
466,0.0869184,4.259
467,0.0859592,4.212
468,0.0863878,4.233
469,0.0849796,4.164
470,0.0863469,4.231
471,0.0849388,4.162
472,0.0858571,4.207
473,0.0852245,4.176
474,0.0869592,4.261
475,0.0847959,4.155
476,0.0855306,4.191
477,0.086551,4.241
478,0.0858571,4.207
479,0.0861837,4.223
480,0.0852653,4.178
481,0.0849592,4.163
482,0.0869388,4.26
483,0.0857347,4.201
484,0.0857347,4.201
485,0.0859592,4.212
486,0.0849592,4.163
487,0.0868776,4.257
488,0.0860612,4.217
489,0.0862449,4.226
490,0.0856531,4.197
491,0.0850408,4.167
492,0.0860204,4.215
493,0.0845714,4.144
494,0.0848163,4.156
495,0.0871429,4.27
496,0.0876122,4.293
497,0.0853878,4.184
498,0.0862857,4.228
499,0.0867551,4.251
500,0.086449,4.236
501,0.0851429,4.172
502,0.0872653,4.276
503,0.0870204,4.264
504,0.0887959,4.351
505,0.0870408,4.265
506,0.0865102,4.239
507,0.0878776,4.306
508,0.0987959,4.841
509,0.0879796,4.311
510,0.0870816,4.267
511,0.0825102,4.043
512,0.089,4.361
513,0.0899796,4.409
514,0.0885306,4.338
515,0.0867143,4.249
516,0.0881224,4.318
517,0.0877959,4.302
518,0.0873878,4.282
519,0.0875918,4.292
520,0.0890612,4.364
521,0.104224,5.107
522,0.0869184,4.259
523,0.0875102,4.288
524,0.0867959,4.253
525,0.0875918,4.292
526,0.0878776,4.306
527,0.0868571,4.256
528,0.0880204,4.313
529,0.0854898,4.189
530,0.0882245,4.323
531,0.0865306,4.24
532,0.0871429,4.27
533,0.0853265,4.181
534,0.086449,4.236
535,0.0857347,4.201
536,0.0845102,4.141
537,0.0873061,4.278
538,0.0863469,4.231
539,0.0862041,4.224
540,0.0851224,4.171
541,0.0844082,4.136
542,0.0866939,4.248
543,0.0870204,4.264
544,0.0866122,4.244
545,0.0864286,4.235
546,0.086898,4.258
547,0.0880816,4.316
548,0.0869796,4.262
549,0.086102,4.219
550,0.0911837,4.468
551,0.0911633,4.467
552,0.0922857,4.522
553,0.0920612,4.511
554,0.0911224,4.465
555,0.0913469,4.476
556,0.0908776,4.453
557,0.0915102,4.484
558,0.0910408,4.461
559,0.0901837,4.419
560,0.0902041,4.42
561,0.0919592,4.506
562,0.0925918,4.537
563,0.0922857,4.522
564,0.0920612,4.511
565,0.0924694,4.531
566,0.0903265,4.426
567,0.0922041,4.518
568,0.0908776,4.453
569,0.0915102,4.484
570,0.089898,4.405
571,0.0918163,4.499
572,0.0915714,4.487
573,0.0914082,4.479
574,0.0916327,4.49
575,0.0922857,4.522
576,0.0919388,4.505
577,0.0910816,4.463
578,0.091449,4.481
579,0.0911429,4.466
580,0.0911633,4.467
581,0.0906122,4.44
582,0.0902245,4.421
583,0.0914898,4.483
584,0.0912245,4.47
585,0.0887551,4.349
586,0.0912653,4.472
587,0.0906939,4.444
588,0.0908367,4.451
589,0.090449,4.432
590,0.0898776,4.404
591,0.0890204,4.362
592,0.0901429,4.417
593,0.0886735,4.345
594,0.0886531,4.344
595,0.0893061,4.376
596,0.0887959,4.351
597,0.0898163,4.401
598,0.0903673,4.428
599,0.0902245,4.421
600,0.090898,4.454
601,0.0896531,4.393
602,0.0913265,4.475
603,0.089898,4.405
604,0.0898367,4.402
605,0.0893878,4.38
606,0.0904286,4.431
607,0.0912857,4.473
608,0.089551,4.388
609,0.091551,4.486
610,0.0907755,4.448
611,0.0910816,4.463
612,0.0903673,4.428
613,0.0895102,4.386
614,0.0898571,4.403
615,0.0892653,4.374
616,0.0903673,4.428
617,0.0887551,4.349
618,0.090102,4.415
619,0.0901429,4.417
620,0.0890612,4.364
621,0.0898367,4.402
622,0.0908367,4.451
623,0.0915306,4.485
624,0.0915306,4.485
625,0.0907755,4.448
626,0.0897755,4.399
627,0.0911224,4.465
628,0.0901224,4.416
629,0.0922041,4.518
630,0.0907551,4.447
631,0.0896735,4.394
632,0.0906122,4.44
633,0.090102,4.415
634,0.0896122,4.391
635,0.0901224,4.416
636,0.0909592,4.457
637,0.0907143,4.445
638,0.0908776,4.453
639,0.0909184,4.455
640,0.09,4.41
641,0.0885714,4.34
642,0.0903265,4.426
643,0.0893061,4.376
644,0.0906122,4.44
645,0.0912041,4.469
646,0.0924286,4.529
647,0.0913673,4.477
648,0.0922449,4.52
649,0.0898367,4.402
650,0.0907143,4.445
651,0.0908776,4.453
652,0.0913061,4.474
653,0.0919388,4.505
654,0.0919184,4.504
655,0.0917755,4.497
656,0.0916939,4.493
657,0.0924898,4.532
658,0.092551,4.535
659,0.0924898,4.532
660,0.0931633,4.565
661,0.0900408,4.412
662,0.0903878,4.429
663,0.0895306,4.387
664,0.0903469,4.427
665,0.0923061,4.523
666,0.0894286,4.382
667,0.0894082,4.381
668,0.0893673,4.379
669,0.0902245,4.421
670,0.0886735,4.345
671,0.111735,5.475
672,0.0903265,4.426
673,0.0898163,4.401
674,0.0907551,4.447
675,0.0910612,4.462
676,0.0923265,4.524
677,0.0907143,4.445
678,0.0902245,4.421
679,0.0903878,4.429
680,0.0908776,4.453
681,0.0907551,4.447
682,0.0912653,4.472
683,0.0905918,4.439
684,0.0904082,4.43
685,0.0906735,4.443
686,0.0907959,4.449
687,0.0902245,4.421
688,0.0904694,4.433
689,0.0908776,4.453
690,0.0912245,4.47
691,0.0917755,4.497
692,0.0917347,4.495
693,0.0914694,4.482
694,0.0893265,4.377
695,0.0909184,4.455
696,0.0928776,4.551
697,0.0902857,4.424
698,0.0917143,4.494
699,0.0911837,4.468
700,0.0904694,4.433
701,0.0903878,4.429
702,0.0913469,4.476
703,0.0902041,4.42
704,0.0911429,4.466
705,0.0935714,4.585
706,0.0935714,4.585
707,0.092,4.508
708,0.0926327,4.539
709,0.0922857,4.522
710,0.0914286,4.48
711,0.0912857,4.473
712,0.0887347,4.348
713,0.0910408,4.461
714,0.0914694,4.482
715,0.0907551,4.447
716,0.0911224,4.465
717,0.0920204,4.509
718,0.092,4.508
719,0.104898,5.14
720,0.0903878,4.429
721,0.0915918,4.488
722,0.0911429,4.466
723,0.0921224,4.514
724,0.0919184,4.504
725,0.0920204,4.509
726,0.0899388,4.407
727,0.0918367,4.5
728,0.0916122,4.489
729,0.0907347,4.446
730,0.0912245,4.47
731,0.0928163,4.548
732,0.0910816,4.463
733,0.0913469,4.476
734,0.0905102,4.435
735,0.0926939,4.542
736,0.0909796,4.458
737,0.0908163,4.45
738,0.0922245,4.519
739,0.0902449,4.422
740,0.092102,4.513
741,0.0908571,4.452
742,0.0909184,4.455
743,0.0898776,4.404
744,0.091898,4.503
745,0.0919796,4.507
746,0.0927755,4.546
747,0.0913061,4.474
748,0.0913061,4.474
749,0.0918367,4.5
750,0.090102,4.415
751,0.0905918,4.439
752,0.0917755,4.497
753,0.0911429,4.466
754,0.0912449,4.471
755,0.090551,4.437
756,0.0895714,4.389
757,0.0902245,4.421
758,0.0904286,4.431
759,0.0898776,4.404
760,0.0893061,4.376
761,0.094,4.606
762,0.0921224,4.514
763,0.0909592,4.457
764,0.0905102,4.435
765,0.0922041,4.518
766,0.0915306,4.485
767,0.0908776,4.453
768,0.0921633,4.516
769,0.0952041,4.665
770,0.0916122,4.489
771,0.0917347,4.495
772,0.0938367,4.598
773,0.0912653,4.472
774,0.0915102,4.484
775,0.0909592,4.457
776,0.0905306,4.436
777,0.0926327,4.539
778,0.0916327,4.49
779,0.0914694,4.482
780,0.0933469,4.574
781,0.0933878,4.576
782,0.0928776,4.551
783,0.0921224,4.514
784,0.0930612,4.56
785,0.0910816,4.463
786,0.0910612,4.462
787,0.0899388,4.407
788,0.0903061,4.425
789,0.0897959,4.4
790,0.0887959,4.351
791,0.088898,4.356
792,0.0885918,4.341
793,0.0882857,4.326
794,0.0889592,4.359
795,0.0888571,4.354
796,0.0887755,4.35
797,0.0907755,4.448
798,0.0902653,4.423
799,0.0897551,4.398
800,0.0905714,4.438
801,0.0921633,4.516
802,0.0906735,4.443
803,0.0901837,4.419
804,0.0897755,4.399
805,0.0911837,4.468
806,0.0909388,4.456
807,0.0905102,4.435
808,0.0900612,4.413
809,0.0907959,4.449
810,0.0905306,4.436
811,0.0909388,4.456
812,0.0907755,4.448
813,0.0921633,4.516
814,0.0916122,4.489
815,0.0919796,4.507
816,0.0903265,4.426
817,0.089102,4.366
818,0.0913878,4.478
819,0.0916122,4.489
820,0.0914898,4.483
821,0.0907347,4.446
822,0.092102,4.513
823,0.0917143,4.494
824,0.0909184,4.455
825,0.0919796,4.507
826,0.0912653,4.472
827,0.091102,4.464
828,0.0919184,4.504
829,0.0917755,4.497
830,0.0910612,4.462
831,0.0911224,4.465
832,0.0907959,4.449
833,0.0901837,4.419
834,0.0920816,4.512
835,0.0918367,4.5
836,0.0917755,4.497
837,0.0915918,4.488
838,0.0907551,4.447
839,0.091102,4.464
840,0.0901837,4.419
841,0.0903469,4.427
842,0.0907347,4.446
843,0.0912245,4.47
844,0.0914082,4.479
845,0.0914694,4.482
846,0.0915102,4.484
847,0.0907755,4.448
848,0.0912857,4.473
849,0.0921224,4.514
850,0.091449,4.481
851,0.0911224,4.465
852,0.0924286,4.529
853,0.0904898,4.434
854,0.0902449,4.422
855,0.0902857,4.424
856,0.0905102,4.435
857,0.0921224,4.514
858,0.0917755,4.497
859,0.0917959,4.498
860,0.0931429,4.564
861,0.0912857,4.473
862,0.0920408,4.51
863,0.0910816,4.463
864,0.0934694,4.58
865,0.092449,4.53
866,0.0930816,4.561
867,0.0921224,4.514
868,0.0934286,4.578
869,0.0906531,4.442
870,0.090898,4.454
871,0.090551,4.437
872,0.0916939,4.493
873,0.0917347,4.495
874,0.0913469,4.476
875,0.0914694,4.482
876,0.0918163,4.499
877,0.0912245,4.47
878,0.091449,4.481
879,0.0928776,4.551
880,0.0926327,4.539
881,0.0930408,4.559
882,0.093,4.557
883,0.0928571,4.55
884,0.0921429,4.515
885,0.092898,4.552
886,0.0932857,4.571
887,0.0906735,4.443
888,0.0922041,4.518
889,0.0922857,4.522
890,0.0924694,4.531
891,0.0932653,4.57
892,0.0916531,4.491
893,0.0930816,4.561
894,0.0927755,4.546
895,0.0932041,4.567
896,0.0913061,4.474
897,0.0904898,4.434
898,0.0902449,4.422
899,0.0913673,4.477
900,0.0929184,4.553
901,0.0925714,4.536
902,0.091449,4.481
903,0.0910612,4.462
904,0.0924694,4.531
905,0.0909592,4.457
906,0.0910408,4.461
907,0.0928776,4.551
908,0.0906327,4.441
909,0.0893469,4.378
910,0.092449,4.53
911,0.0927143,4.543
912,0.0911837,4.468
913,0.0911633,4.467
914,0.0915102,4.484
915,0.0906122,4.44
916,0.0916939,4.493
917,0.0924286,4.529
918,0.0916122,4.489
919,0.0929184,4.553
920,0.093102,4.562
921,0.0933265,4.573
922,0.0919592,4.506
923,0.0930408,4.559
924,0.0932245,4.568
925,0.0930408,4.559
926,0.0918571,4.501
927,0.092449,4.53
928,0.0929796,4.556
929,0.0921837,4.517
930,0.0944286,4.627
931,0.0923061,4.523
932,0.0923061,4.523
933,0.0905306,4.436
934,0.0926122,4.538
935,0.0937551,4.594
936,0.0928367,4.549
937,0.0900612,4.413
938,0.0926122,4.538
939,0.0927755,4.546
940,0.0939592,4.604
941,0.0926939,4.542
942,0.0922245,4.519
943,0.092551,4.535
944,0.0919796,4.507
945,0.0916735,4.492
946,0.0934286,4.578
947,0.092449,4.53
948,0.0938776,4.6
949,0.094,4.606
950,0.092102,4.513
951,0.0909388,4.456
952,0.0930816,4.561
953,0.0918367,4.5
954,0.092449,4.53
955,0.0914694,4.482
956,0.0915918,4.488
957,0.0896735,4.394
958,0.0935102,4.582
959,0.092898,4.552
960,0.0914898,4.483
961,0.0925306,4.534
962,0.0936122,4.587
963,0.0927143,4.543
964,0.0917347,4.495
965,0.091102,4.464
966,0.0918367,4.5
967,0.0929592,4.555
968,0.0920612,4.511
969,0.0922245,4.519
970,0.092449,4.53
971,0.0912449,4.471
972,0.0921633,4.516
973,0.0924286,4.529
974,0.0932653,4.57
975,0.0927551,4.545
976,0.0934694,4.58
977,0.0934694,4.58
978,0.0939796,4.605
979,0.0917755,4.497
980,0.0911837,4.468
981,0.0926122,4.538
982,0.0927551,4.545
983,0.0913061,4.474
984,0.0921837,4.517
985,0.0923265,4.524
986,0.0930408,4.559
987,0.0929592,4.555
988,0.0918163,4.499
989,0.0918367,4.5
990,0.0915306,4.485
991,0.0918367,4.5
992,0.0923469,4.525
993,0.0910816,4.463
994,0.0921224,4.514
995,0.0933265,4.573
996,0.0910816,4.463
997,0.092102,4.513
998,0.0922449,4.52
999,0.0924898,4.532
1000,0.0932449,4.569
1001,0.0919796,4.507
1002,0.0925918,4.537
1003,0.0913878,4.478
1004,0.0921429,4.515
1005,0.0909388,4.456
1006,0.0909184,4.455
1007,0.0916327,4.49
