##ver, min, mean, max, stddev, count, total
0 79.0 79.0 79.0 0.0 1 79.0
1 65.0 65.0 65.0 0.0 1 65.0
2 127.0 127.0 127.0 0.0 1 127.0
3 129.0 129.0 129.0 0.0 1 129.0
4 143.0 143.0 143.0 0.0 1 143.0
5 121.0 121.0 121.0 0.0 1 121.0
6 146.0 146.0 146.0 0.0 1 146.0
7 138.0 138.0 138.0 0.0 1 138.0
8 103.0 103.0 103.0 0.0 1 103.0
9 225.0 225.0 225.0 0.0 1 225.0
