version,ms
0,2.2653061224489814
1,0.8775510204081637
2,0.8775510204081637
3,0.89795918367347
4,0.8979591836734699
5,1.0816326530612246
6,0.9591836734693879
7,1.0204081632653061
8,1.1428571428571428
9,1.1224489795918362
10,1.0816326530612248
11,1.2653061224489803
12,1.2244897959183678
13,1.1836734693877544
14,1.244897959183673
15,1.2040816326530615
16,1.367346938775509
17,1.5102040816326532
18,1.1632653061224496
19,1.3265306122448979
20,1.2040816326530615
21,1.408163265306123
22,1.4693877551020411
23,1.4489795918367343
24,1.408163265306123
25,1.4693877551020411
26,1.4693877551020411
27,1.2244897959183678
28,1.591836734693877
29,1.448979591836734
30,1.408163265306123
31,1.5102040816326527
32,1.6326530612244907
33,1.591836734693877
34,1.7755102040816322
35,1.755102040816327
36,1.6326530612244907
37,1.8775510204081638
38,1.8775510204081638
39,1.8163265306122456
40,1.73469387755102
41,1.9387755102040818
42,1.8163265306122456
43,6.153846153846154
44,1.7346938775510203
45,1.9591836734693877
46,1.8367346938775504
47,1.8367346938775504
48,2.0408163265306123
49,2
50,1.959183673469388
51,1.8367346938775504
52,1.8979591836734688
53,2.183673469387754
54,2.16326530612245
55,1.9387755102040818
56,2.1224489795918364
57,2.081632653061225
58,2.2857142857142865
59,2.9795918367346936
60,2.1020408163265314
61,2.2040816326530615
62,2.3061224489795915
63,2
64,2.2448979591836733
65,2.4285714285714284
66,2.3061224489795915
67,2.3265306122448974
68,2.408163265306123
69,2.408163265306123
70,2.510204081632653
71,2.591836734693877
72,2.3469387755102047
73,2.408163265306123
74,2.612244897959184
75,2.489795918367347
76,2.489795918367347
77,2.5102040816326525
78,2.5102040816326525
79,2.571428571428571
80,2.6530612244897953
81,2.9387755102040822
82,2.7142857142857135
83,2.6326530612244907
84,2.83673469387755
85,2.8775510204081636
86,2.816326530612246
87,2.83673469387755
88,2.591836734693877
89,2.6734693877551026
90,2.8367346938775504
91,2.6734693877551026
92,3.0816326530612246
93,2.918367346938775
94,2.775510204081632
95,2.8979591836734686
96,3.0816326530612246
97,2.9795918367346936
98,3.0612244897959178
99,3.183673469387754
100,3.183673469387754
101,3.081632653061225
102,3.0612244897959178
103,3.1224489795918364
104,3.4615384615384617
105,3.2040816326530615
106,3.408163265306123
107,3.7142857142857135
108,3.3846153846153846
109,3.224489795918368
110,3.3076923076923075
111,3.183673469387754
112,4.530612244897959
113,3.4693877551020407
114,3.2857142857142865
115,3.5384615384615383
116,3.5306122448979593
117,3.5102040816326525
118,3.3469387755102047
119,4.326530612244898
120,3.4897959183673475
121,3.591836734693877
122,3.5510204081632657
123,3.7142857142857135
124,3.510204081632653
125,3.571428571428571
126,3.673469387755102
127,3.795918367346938
128,4.020408163265306
129,3.83673469387755
130,3.8775510204081636
131,4.938775510204081
132,3.571428571428571
133,3.9591836734693877
134,4
135,3.8163265306122454
136,4.102040816326531
137,4.040816326530613
138,4.16326530612245
139,3.795918367346939
140,4
141,4.142857142857142
142,4.230769230769231
143,4.204081632653062
144,4.061224489795919
145,4.16326530612245
146,4.346938775510205
147,4.122448979591836
148,4.326530612244898
149,4.306122448979591
150,4.448979591836735
151,4.2857142857142865
152,4.326530612244898
153,4.653061224489795
154,4.367346938775509
155,4.612244897959184
156,4.428571428571428
157,4.612244897959183
158,4.693877551020409
159,4.571428571428572
160,4.632653061224491
161,4.795918367346938
162,4.7142857142857135
163,9.384615384615383
164,4.857142857142858
165,4.8775510204081645
166,6
167,4.571428571428572
168,4.73469387755102
169,4.918367346938775
170,5.142857142857142
171,4.857142857142858
172,4.897959183673469
173,4.7142857142857135
174,4.979591836734694
175,4.959183673469386
176,4.775510204081632
177,4.83673469387755
178,5.204081632653062
179,5.183673469387754
180,4.959183673469387
181,5.224489795918368
182,5.142857142857143
183,5.244897959183673
184,5.244897959183673
185,5.2857142857142865
186,5.142857142857143
187,5.387755102040817
188,5.224489795918368
189,5.408163265306122
190,5.244897959183673
191,9.461538461538462
192,5.693877551020409
193,5.510204081632653
194,5.346938775510204
195,5.448979591836735
196,5.571428571428572
197,6.7142857142857135
198,5.653061224489795
199,5.530612244897959
200,5.897959183673468
201,6.653061224489795
202,5.612244897959184
203,5.959183673469386
204,7.183673469387754
205,5.795918367346938
206,5.877551020408164
207,5.83673469387755
208,5.938775510204081
209,6.040816326530614
210,6.061224489795919
211,5.918367346938775
212,5.877551020408164
213,7.081632653061225
214,6
215,6.102040816326531
216,5.979591836734693
217,5.959183673469387
218,6.244897959183673
219,7.020408163265306
220,6.306122448979591
221,6.959183673469387
222,6.530612244897959
223,6.2857142857142865
224,6.408163265306122
225,6.26530612244898
226,6.326530612244898
227,6.326530612244898
228,7.102040816326531
229,6.469387755102041
230,6.326530612244898
231,6.571428571428572
232,6.5102040816326525
233,6.755102040816327
234,6.408163265306122
235,6.795918367346938
236,6.673469387755102
237,6.653061224489795
238,6.857142857142858
239,6.7346938775510194
240,6.877551020408164
241,6.7346938775510194
242,6.83673469387755
243,6.857142857142857
244,8
245,7.040816326530614
246,8.10204081632653
247,7.020408163265306
248,7.040816326530613
249,7.040816326530613
250,7.244897959183673
251,7.040816326530613
252,7
253,7.122448979591836
254,7.2653061224489806
255,7.816326530612246
256,7.918367346938776
257,7.816326530612246
258,7.918367346938775
259,7.7142857142857135
260,7.877551020408164
261,7.979591836734694
262,7.795918367346938
263,8.102040816326532
264,7.877551020408164
265,7.857142857142857
266,7.775510204081632
267,7.8775510204081645
268,8.061224489795919
269,7.897959183673469
270,8.061224489795919
271,10.571428571428573
272,8.224489795918368
273,8.122448979591837
274,8.306122448979592
275,8.020408163265305
276,8.591836734693878
277,8.326530612244898
278,8.183673469387756
279,8.285714285714286
280,9.816326530612244
281,8.448979591836736
282,8.489795918367346
283,8.673469387755102
284,8.673469387755102
285,8.63265306122449
286,8.795918367346937
287,8.714285714285714
288,8.73469387755102
289,8.775510204081632
290,8.89795918367347
291,10.102040816326532
292,8.857142857142856
293,8.816326530612244
294,8.89795918367347
295,9.081632653061225
296,9
297,10.163265306122451
298,9.183673469387756
299,9.020408163265305
300,9.285714285714286
301,9.26530612244898
