patch,offset,count-ms,lookup-mus-1,lookup-mus-50,lookup-mus-100,lookup-mus-inf,results1,results50,results100,resultsinf
0,0,7,5,52,67,936,1,50,100,1524
0,500,4,315,318,347,925,1,50,100,1024
1,0,1747,108,975,1917,26549,1,50,100,1651
1,500,74,959,1554,2164,19724,1,50,100,1153
2,0,4776,173,1090,1992,25311,1,50,100,1426
2,500,4735,1019,1608,2220,19971,1,50,100,928
3,0,4734,398,1016,1753,21968,1,50,100,1013
3,500,5428,1279,1887,2555,16546,1,50,100,514
4,0,69,112,979,1923,25934,1,50,100,1400
4,500,69,965,1559,2174,19334,1,50,100,902
5,0,76,109,1049,1923,26089,1,50,100,1538
5,500,67,989,1556,2161,19267,1,50,100,1040
6,0,4757,206,1118,2019,24488,1,50,100,1202
6,500,4757,1037,1651,2291,18423,1,50,100,704
7,0,76,109,972,1898,25995,1,50,100,1410
7,500,79,958,1557,2165,19416,1,50,100,912
8,0,4736,397,1019,1752,21850,1,50,100,1017
8,500,4775,1260,1863,2498,16405,1,50,100,519
9,0,4752,185,1122,2047,25109,1,50,100,1149
9,500,4751,1025,1613,2257,18455,1,50,100,683
