patch,offset,count-ms,lookup-mus-1,lookup-mus-50,lookup-mus-100,lookup-mus-inf,results1,results50,results100,resultsinf
0,0,3927,5,87,91,4002,1,50,100,1554
0,500,3,814,865,942,2359,1,50,100,1054
1,0,62280,7714,1816,20181,997574,1,50,100,1631
1,500,2501,1422,2176,2912,17305,1,50,100,1131
2,0,2498,269,881,1516,21344,1,50,100,1364
2,500,2813,1562,3448,4057,16643,1,50,100,923
3,0,2476,378,1028,1735,22813,1,50,100,1235
3,500,2491,3244,3803,4414,15807,1,50,100,724
4,0,72,118,726,1446,21784,1,50,100,1302
4,500,68,3030,3225,3441,5040,1,50,100,103
5,0,135,170,784,1496,21724,1,50,100,1419
5,500,131,3086,3284,3493,4514,1,50,100,221
6,0,18092,773,1900,3060,26691,1,50,100,1207
6,500,2739,4281,4548,4535,4525,1,1,1,1
7,0,43,106,716,1436,21927,1,50,100,1310
7,500,42,3036,3212,3424,4348,1,50,100,117
8,0,2465,743,5230,5530,18038,1,50,100,838
8,500,2466,3284,3882,4478,14974,1,50,100,684
9,0,15891,8194,8029,5038,5036,0,0,0,0
9,500,3664,5479,5518,5518,5494,0,0,0,0
