patch,offset,limit,count-ms,lookup-mus,results
0,0,-2,297,318,0
1,0,-2,372,349,2
2,0,-2,355,350,2
3,0,-2,354,351,3
4,0,-2,8242,359,0
5,0,-2,3,2,0
6,0,-2,12723,412,0
7,0,-2,381,376,0
8,0,-2,340,337,0
9,0,-2,301,299,0
