patch,offset,count-ms,lookup-mus-1,lookup-mus-50,lookup-mus-100,lookup-mus-inf,results1,results50,results100,resultsinf
0,0,3,934,17,26,18,1,50,85,85
0,500,1,14,13,13,13,0,0,0,0
1,0,14735,661,26225,54408,3613,1,50,82,82
1,500,1067,1105,1032,1024,986,0,0,0,0
2,0,6518,690,2195,3543,3510,1,50,82,82
2,500,893,894,864,864,829,0,0,0,0
3,0,5650,548,2194,3536,3571,1,50,82,82
3,500,835,865,845,810,810,0,0,0,0
4,0,10065,539,2103,3787,3298,1,50,82,82
4,500,834,864,845,805,805,0,0,0,0
5,0,3810,351,1544,2704,3994,1,50,82,82
5,500,612,624,601,602,602,0,0,0,0
6,0,5580,253,1999,3444,3107,1,50,82,82
6,500,1726,705,699,681,658,0,0,0,0
7,0,6128,330,1893,3274,2990,1,50,82,82
7,500,643,729,650,642,621,0,0,0,0
8,0,2659,182,1308,2453,2320,1,50,82,82
8,500,476,504,474,478,476,0,0,0,0
9,0,1647,123,1100,2127,2117,1,50,82,82
9,500,400,402,400,399,393,0,0,0,0
