patch,offset,count-ms,lookup-mus-1,lookup-mus-50,lookup-mus-100,lookup-mus-inf,results1,results50,results100,resultsinf
0,0,4,3,11,11,11,1,50,52,52
0,500,2,15,13,13,13,0,0,0,0
1,0,40737,8415,11012,7872,7882,1,49,49,49
1,500,7654,7621,7622,7626,7658,0,0,0,0
2,0,7722,3597,4636,7887,7879,1,50,53,53
2,500,7663,7641,7641,7638,7640,0,0,0,0
3,0,7701,3580,5130,7876,7883,1,50,50,50
3,500,7657,7612,7599,7613,7627,0,0,0,0
4,0,7656,3554,7886,7902,7876,1,47,47,47
4,500,7655,7613,7637,7676,7635,0,0,0,0
5,0,7711,3568,6023,7889,7888,1,50,50,50
5,500,7674,7650,7645,7644,7641,0,0,0,0
6,0,7691,3583,7965,7968,7956,1,48,48,48
6,500,7698,7642,7658,7646,7644,0,0,0,0
7,0,7699,3590,6918,7902,7902,1,50,51,51
7,500,7708,7675,7701,7868,7633,0,0,0,0
8,0,7684,3581,7370,7904,7911,1,50,52,52
8,500,7675,7637,7635,7639,7638,0,0,0,0
9,0,7713,3590,7894,7912,7910,1,50,52,52
9,500,7693,7642,7633,7639,7647,0,0,0,0
