patch,offset,count-ms,lookup-mus-1,lookup-mus-50,lookup-mus-100,lookup-mus-inf,results1,results50,results100,resultsinf
0,0,4,672,17,3415,16,1,50,81,81
0,500,3,19,20,16,17,0,0,0,0
1,0,27448,6166,116238,111718,3412,1,50,78,78
1,500,984,982,948,947,893,0,0,0,0
2,0,19109,700,2226,3475,3123,1,50,78,78
2,500,890,904,858,859,842,0,0,0,0
3,0,14013,625,2249,3487,3174,1,50,78,78
3,500,845,865,860,811,811,0,0,0,0
4,0,870,502,1600,2575,2440,1,50,78,78
4,500,709,728,726,703,695,0,0,0,0
5,0,14608,490,2060,3327,3043,1,50,78,78
5,500,727,755,751,718,707,0,0,0,0
6,0,16787,416,2019,3294,3012,1,50,78,78
6,500,704,700,697,696,656,0,0,0,0
7,0,13360,343,1965,3247,2977,1,50,78,78
7,500,663,645,642,642,630,0,0,0,0
8,0,10116,266,1798,3100,2833,1,50,78,78
8,500,570,595,589,552,553,0,0,0,0
9,0,13205,204,1845,3194,2900,1,50,78,78
9,500,547,578,556,536,535,0,0,0,0
