patch,offset,count-ms,lookup-mus-1,lookup-mus-50,lookup-mus-100,lookup-mus-inf,results1,results50,results100,resultsinf
0,0,7,1754,6,7,7,1,50,65,65
0,500,3,17,9,11,12,0,0,0,0
1,0,33728,9105,225458,7715,6419,1,50,53,53
1,500,4451,3424,3226,2992,2294,0,0,0,0
2,0,6072,488,2752,2745,2746,1,44,44,44
2,500,2289,2256,2240,2229,2256,0,0,0,0
3,0,2280,438,2282,2291,2288,1,46,46,46
3,500,2275,2253,2252,2252,2258,0,0,0,0
4,0,12612,1148,3595,3659,3369,1,50,52,52
4,500,3158,2982,2201,2202,2202,0,0,0,0
5,0,8458,1497,3675,3618,3368,1,50,51,51
5,500,2603,2229,2232,2215,2214,0,0,0,0
6,0,7195,998,2166,2164,2160,1,40,40,40
6,500,2181,2127,2122,2120,2134,0,0,0,0
7,0,3094,1066,2135,2134,2146,1,42,42,42
7,500,2131,2108,2103,2107,2110,0,0,0,0
8,0,2284,1711,2626,2695,2689,1,50,52,52
8,500,2287,2265,2260,2259,2275,0,0,0,0
9,0,2127,1285,1832,2109,2111,1,50,58,58
9,500,2109,2089,2087,2084,2084,0,0,0,0
