patch,offset,count-ms,lookup-mus-1,lookup-mus-50,lookup-mus-100,lookup-mus-inf,results1,results50,results100,resultsinf
0,0,11,3,17,15,13,1,50,51,51
0,500,2,18,15,15,16,0,0,0,0
1,0,14422,654,30150,2686,2489,1,48,48,48
1,500,980,982,934,935,896,0,0,0,0
2,0,828,416,1948,1867,1794,1,48,48,48
2,500,698,715,713,678,679,0,0,0,0
3,0,636,303,1543,1508,1465,1,48,48,48
3,500,571,567,565,570,547,0,0,0,0
4,0,447,180,1059,1051,1051,1,48,48,48
4,500,430,407,406,403,405,0,0,0,0
5,0,406,161,1040,1034,1034,1,48,48,48
5,500,409,388,385,385,384,0,0,0,0
6,0,392,140,1015,1014,1007,1,48,48,48
6,500,386,364,364,362,363,0,0,0,0
7,0,12627,234,1943,1834,1767,1,48,48,48
7,500,594,611,592,581,574,0,0,0,0
8,0,561,162,1535,1499,1444,1,48,48,48
8,500,483,469,468,466,468,0,0,0,0
9,0,426,111,1287,1277,1231,1,48,48,48
9,500,389,402,339,300,301,0,0,0,0
