patch,offset,count-ms,lookup-mus-1,lookup-mus-50,lookup-mus-100,lookup-mus-inf,results1,results50,results100,resultsinf
0,0,7,5,18,13,13,1,40,40,40
0,500,3,20,17,17,17,0,0,0,0
1,0,44174,22869,158158,10408,8583,1,36,36,36
1,500,5796,5767,5765,5762,6080,0,0,0,0
2,0,8706,2566,5578,5584,5564,1,45,45,45
2,500,5562,5874,5511,5532,5512,0,0,0,0
3,0,7117,2552,5242,5549,5248,1,45,45,45
3,500,5249,5229,5223,5244,5236,0,0,0,0
4,0,6871,2706,4964,4962,4959,1,45,45,45
4,500,4947,4938,4936,4936,5231,0,0,0,0
5,0,20697,4346,7145,6089,4940,1,45,45,45
5,500,4638,4667,4719,4686,4732,0,0,0,0
6,0,15631,4106,6129,4766,4301,1,35,35,35
6,500,4304,4277,4277,5592,4292,0,0,0,0
7,0,13900,4093,5715,4416,4061,1,45,45,45
7,500,4933,4048,4030,4032,4031,0,0,0,0
8,0,16975,4645,5603,5070,3795,1,45,45,45
8,500,3691,3664,3664,3660,3658,0,0,0,0
9,0,3336,2724,3416,3398,3395,1,45,45,45
9,500,3386,3366,3334,3328,3364,0,0,0,0
