patch,offset,count-ms,lookup-mus-1,lookup-mus-50,lookup-mus-100,lookup-mus-inf,results1,results50,results100,resultsinf
0,0,5,1,12,17,17,1,50,61,61
0,500,1,19,18,17,15,0,0,0,0
1,0,26639,3263,4774,4255,3882,1,49,49,49
1,500,2256,2213,2211,2211,2209,0,0,0,0
2,0,92,107,1275,2309,2308,1,50,99,99
2,500,91,2214,2214,2226,2214,0,0,0,0
3,0,512,1365,2234,2233,2227,1,45,45,45
3,500,72,2209,2196,2215,2196,0,0,0,0
4,0,91,14029,2759,4378,4130,1,50,100,104
4,500,92,2234,2213,3577,2203,0,0,0,0
5,0,91,282,1322,2286,2389,1,50,100,104
5,500,86,2212,2209,2208,2208,0,0,0,0
6,0,92,251,1336,2259,2396,1,50,100,106
6,500,90,2219,2215,2217,2216,0,0,0,0
7,0,86,1244,2079,2236,2235,1,50,59,59
7,500,84,2207,2205,2204,2204,0,0,0,0
8,0,93,22090,3038,4433,4449,1,50,100,114
8,500,89,2231,2219,2217,2219,0,0,0,0
9,0,4503,21880,4508,4520,4092,1,50,67,67
9,500,54,2220,2188,2188,2189,0,0,0,0
