patch,offset,count-ms,lookup-mus-1,lookup-mus-50,lookup-mus-100,lookup-mus-inf,results1,results50,results100,resultsinf
0,0,4,4,8,18,12,1,50,78,78
0,500,1,17,18,18,14,0,0,0,0
1,0,5381,322,1639,50690,3408,1,50,75,75
1,500,982,1005,1003,956,933,0,0,0,0
2,0,881,449,1674,2711,2534,1,50,75,75
2,500,697,717,716,683,680,0,0,0,0
3,0,5722,533,2085,3266,2985,1,50,75,75
3,500,778,803,798,759,750,0,0,0,0
4,0,812,437,1502,2458,2330,1,50,75,75
4,500,687,669,670,667,654,0,0,0,0
5,0,505,231,1126,1906,1848,1,50,75,75
5,500,463,477,443,357,357,0,0,0,0
6,0,373,135,741,1360,1328,1,50,75,75
6,500,357,336,335,334,334,0,0,0,0
7,0,341,117,738,1329,1321,1,50,75,75
7,500,338,315,315,313,314,0,0,0,0
8,0,317,94,724,1304,1304,1,50,75,75
8,500,316,294,291,293,291,0,0,0,0
9,0,300,74,676,1254,1250,1,50,75,75
9,500,294,272,271,271,270,0,0,0,0
