patch,offset,count-ms,lookup-mus-1,lookup-mus-50,lookup-mus-100,lookup-mus-inf,results1,results50,results100,resultsinf
0,0,5,2079,6621,18,18,1,50,60,60
0,500,3,23,12,10,9,0,0,0,0
1,0,38392,26613,437836,5381,4362,1,50,58,58
1,500,1078,1065,1033,1015,975,0,0,0,0
2,0,17984,905,3855,4493,4003,1,50,60,60
2,500,980,949,939,920,888,0,0,0,0
3,0,24298,825,3685,4398,3902,1,50,60,60
3,500,921,897,903,889,854,0,0,0,0
4,0,915,642,2480,2991,2833,1,50,57,57
4,500,753,743,734,734,666,0,0,0,0
5,0,9880,471,3467,4246,3838,1,50,60,60
5,500,830,842,841,791,792,0,0,0,0
6,0,13713,640,3606,4285,4014,1,50,59,59
6,500,814,838,789,776,774,0,0,0,0
7,0,16092,415,1109,1040,1024,1,6,6,6
7,500,927,935,922,870,857,0,0,0,0
8,0,17346,381,1097,1031,992,1,7,7,7
8,500,911,889,888,857,826,0,0,0,0
9,0,17356,313,1001,988,924,1,6,6,6
9,500,874,868,829,828,800,0,0,0,0
