patch_start,patch_end,offset,count-ms,lookup-mus-1,lookup-mus-50,lookup-mus-100,lookup-mus-inf,results1,results50,results100,resultsinf
0,1,0,9215,44,305,5319,9931,1,50,100,114
0,1,500,9211,9964,9955,9972,9990,0,0,0,0
0,2,0,8684,41,301,5438,9988,1,50,100,152
0,2,500,8670,10023,10021,10019,10027,0,0,0,0
0,3,0,8129,551,813,6012,10015,1,50,100,152
0,3,500,8137,10041,10041,10046,10047,0,0,0,0
1,3,0,17354,388,1357,2378,10170,1,50,100,114
1,3,500,17427,10308,10248,10196,10204,0,0,0,0
0,4,0,7652,1107,1366,6810,9996,1,50,100,133
0,4,500,7869,10018,10051,10083,10030,0,0,0,0
2,4,0,16275,1512,2518,3533,10163,1,50,100,114
2,4,500,16512,10195,10196,10228,10214,0,0,0,0
0,5,0,7077,1682,1934,7155,10028,1,50,100,152
0,5,500,7890,10056,10050,10050,10052,0,0,0,0
2,5,0,15757,1525,2539,3553,11570,1,50,100,171
2,5,500,15707,10196,10191,10230,10192,0,0,0,0
0,6,0,6552,2234,2497,7731,11003,1,50,100,152
0,6,500,6578,10091,10067,10068,10065,0,0,0,0
3,6,0,14659,2680,3689,4972,10173,1,50,100,171
3,6,500,14718,10233,10213,10184,10188,0,0,0,0
0,7,0,6039,2811,3077,8571,10061,1,50,100,152
0,7,500,6039,10083,10127,10093,10099,0,0,0,0
3,7,0,14127,2730,3679,4700,10172,1,50,100,228
3,7,500,14138,10194,10185,10308,10240,0,0,0,0
0,8,0,5526,3362,3627,8885,10063,1,50,100,152
0,8,500,5518,10092,10088,10087,10090,0,0,0,0
4,8,0,13172,3832,4821,5835,10167,1,50,100,228
4,8,500,13147,10188,10191,10257,10209,0,0,0,0
0,9,0,5067,3930,4190,9511,10101,1,50,100,152
0,9,500,5070,17164,16347,17092,14715,0,0,0,0
4,9,0,12680,3850,4820,5829,10168,1,50,100,342
4,9,500,12672,10220,10198,10239,10196,0,0,0,0
