patch,offset,count-ms,lookup-mus-1,lookup-mus-50,lookup-mus-100,lookup-mus-inf,results1,results50,results100,resultsinf
0,0,5,2,12,14,19,1,50,85,85
0,500,1,22,20,19,15,0,0,0,0
1,0,20183,16418,145024,6400,4277,1,50,85,85
1,500,400,432,425,408,400,0,0,0,0
2,0,376,252,1589,3491,3265,1,50,85,85
2,500,303,328,324,325,326,0,0,0,0
3,0,302,204,1609,2847,2711,1,50,85,85
3,500,232,215,214,213,214,0,0,0,0
4,0,233,134,864,2020,2020,1,50,85,85
4,500,236,215,213,213,215,0,0,0,0
5,0,233,134,875,2025,2056,1,50,85,85
5,500,236,215,213,213,214,0,0,0,0
6,0,233,136,887,2055,2074,1,50,85,85
6,500,237,215,213,221,214,0,0,0,0
7,0,234,135,874,2048,2046,1,50,85,85
7,500,234,216,214,223,214,0,0,0,0
8,0,234,135,871,2038,2023,1,50,86,86
8,500,233,218,215,509,215,0,0,0,0
9,0,236,137,896,2057,2057,1,50,85,85
9,500,234,218,214,214,214,0,0,0,0
