patch,offset,count-ms,lookup-mus-1,lookup-mus-50,lookup-mus-100,lookup-mus-inf,results1,results50,results100,resultsinf
0,0,2,1,12,7,14,1,50,58,58
0,500,1,9,16,11,15,0,0,0,0
1,0,39453,26712,169747,6809,5846,1,50,53,53
1,500,3104,2950,2794,2625,1990,0,0,0,0
2,0,1995,1011,3210,3213,3232,1,47,47,47
2,500,2001,1979,1976,1990,1979,0,0,0,0
3,0,2005,1024,3064,3253,3523,1,50,55,55
3,500,2000,1986,1980,1983,1981,0,0,0,0
4,0,2000,1028,3192,3244,3237,1,50,50,50
4,500,2000,1984,1980,1982,1982,0,0,0,0
5,0,2001,1017,3222,3217,3223,1,48,48,48
5,500,2002,1986,1982,1979,1987,0,0,0,0
6,0,2004,1015,2625,3225,3226,1,50,52,52
6,500,2002,1992,1989,2002,1993,0,0,0,0
7,0,2008,1032,2906,3260,3251,1,50,53,53
7,500,2005,1999,1998,1990,1989,0,0,0,0
8,0,2017,631,2081,2081,2081,1,20,20,20
8,500,2019,1986,1984,1981,1983,0,0,0,0
9,0,2003,625,2232,2234,2226,1,24,24,24
9,500,1999,1984,1986,1984,1992,0,0,0,0
