<version>,<mean_time>,<total>
0,0.415204,20.345
1,0.388796,19.051
2,0.381408,18.689
3,0.377082,18.477
4,0.377898,18.517
5,0.371551,18.206
6,0.371878,18.222
7,0.371837,18.22
8,0.370469,18.153
9,0.368102,18.037
10,0.37202,18.229
11,0.375776,18.413
12,0.372388,18.247
13,0.378,18.522
14,0.386735,18.95
15,0.385163,18.873
16,0.386837,18.955
17,0.382,18.718
18,0.388959,19.059
19,0.389204,19.071
20,0.388571,19.04
21,0.387449,18.985
22,0.391796,19.198
23,0.39051,19.135
24,0.39302,19.258
25,0.389041,19.063
26,0.391531,19.185
27,0.392755,19.245
28,0.395776,19.393
29,0.399612,19.581
30,0.396755,19.441
31,0.39851,19.527
32,0.40049,19.624
33,0.392041,19.21
34,0.394878,19.349
35,0.395959,19.402
36,0.399,19.551
37,0.396347,19.421
38,0.398367,19.52
39,0.398429,19.523
40,0.399755,19.588
41,0.398571,19.53
42,0.402061,19.701
43,0.397714,19.488
44,0.41149,20.163
45,0.405408,19.865
46,0.403163,19.755
47,0.405041,19.847
48,0.411449,20.161
49,0.409327,20.057
50,0.411694,20.173
51,0.414041,20.288
52,0.414592,20.315
53,0.408959,20.039
54,0.416245,20.396
55,0.409,20.041
56,0.411816,20.179
57,0.408918,20.037
58,0.417429,20.454
59,0.418306,20.497
60,0.413878,20.28
61,0.413429,20.258
62,0.419265,20.544
63,0.418306,20.497
64,0.415061,20.338
65,0.419041,20.533
66,0.412898,20.232
67,0.420184,20.589
68,0.412959,20.235
69,0.419184,20.54
70,0.420837,20.621
71,0.421163,20.637
72,0.423429,20.748
73,0.421102,20.634
74,0.425286,20.839
75,0.421184,20.638
76,0.427061,20.926
77,0.422469,20.701
78,0.424388,20.795
79,0.425408,20.845
80,0.430041,21.072
81,0.428327,20.988
82,0.426694,20.908
83,0.429041,21.023
84,0.428408,20.992
85,0.426122,20.88
86,0.427347,20.94
87,0.422224,20.689
