patch,offset,limit,count-ms,lookup-mus,results
0,0,-2,2,106,71
1,0,-2,10626,12602,70
2,0,-2,10406,11526,63
3,0,-2,10315,11484,57
4,0,-2,10309,11507,68
5,0,-2,10348,11511,67
6,0,-2,10360,11512,60
7,0,-2,10348,11591,63
8,0,-2,10369,11537,70
9,0,-2,10385,11514,55
