patch,offset,count-ms,lookup-mus-1,lookup-mus-50,lookup-mus-100,lookup-mus-inf,results1,results50,results100,resultsinf
0,0,5,2,2,2,2,1,1,1,1
0,500,2,6,5,5,4,0,0,0,0
1,0,15340,369,575,570,564,1,1,1,1
1,500,451,475,464,466,473,0,0,0,0
2,0,459,336,525,478,476,1,1,1,1
2,500,401,404,402,402,403,0,0,0,0
3,0,365,311,405,406,404,1,1,1,1
3,500,345,366,366,346,342,0,0,0,0
4,0,311,281,370,368,369,1,1,1,1
4,500,298,316,315,313,314,0,0,0,0
5,0,283,270,340,319,320,1,1,1,1
5,500,267,287,285,286,285,0,0,0,0
6,0,254,251,292,292,292,1,1,1,1
6,500,241,260,260,258,259,0,0,0,0
7,0,261,253,290,285,284,1,1,1,1
7,500,234,253,247,246,243,0,0,0,0
8,0,212,244,267,263,264,1,1,1,1
8,500,212,231,226,225,223,0,0,0,0
9,0,192,232,243,240,242,1,1,1,1
9,500,191,208,203,203,202,0,0,0,0
