patch,offset,count-ms,lookup-mus-1,lookup-mus-50,lookup-mus-100,lookup-mus-inf,results1,results50,results100,resultsinf
0,0,6,2,2,3,4,1,1,1,1
0,500,6,7,4,6,4,0,0,0,0
1,0,13145,111,174,173,217,1,1,1,1
1,500,335,363,358,357,359,0,0,0,0
2,0,336,253,346,344,347,1,1,1,1
2,500,314,339,335,336,319,0,0,0,0
3,0,297,236,327,325,326,1,1,1,1
3,500,295,318,297,298,299,0,0,0,0
4,0,284,237,312,309,310,1,1,1,1
4,500,264,285,284,283,282,0,0,0,0
5,0,268,236,293,293,278,1,1,1,1
5,500,252,271,269,268,270,0,0,0,0
6,0,255,234,276,262,263,1,1,1,1
6,500,243,257,256,258,257,0,0,0,0
7,0,242,235,257,252,253,1,1,1,1
7,500,231,248,247,248,246,0,0,0,0
8,0,235,237,244,244,243,1,1,1,1
8,500,221,236,235,235,234,0,0,0,0
9,0,221,237,237,233,233,1,1,1,1
9,500,212,226,226,227,226,0,0,0,0
