patch,offset,count-ms,lookup-mus-1,lookup-mus-50,lookup-mus-100,lookup-mus-inf,results1,results50,results100,resultsinf
0,0,2,2,1,1,2,1,1,1,1
0,500,7,5,8,9,4,0,0,0,0
1,0,4057,107,201,300,299,1,1,1,1
1,500,273,293,287,290,287,0,0,0,0
2,0,305,191,287,288,287,1,1,1,1
2,500,262,284,279,278,279,0,0,0,0
3,0,282,176,263,261,260,1,1,1,1
3,500,237,573,255,246,241,0,0,0,0
4,0,237,190,259,258,260,1,1,1,1
4,500,236,253,252,238,238,0,0,0,0
5,0,249,166,218,218,222,1,1,1,1
5,500,198,215,213,216,203,0,0,0,0
6,0,218,196,239,238,238,1,1,1,1
6,500,217,233,230,230,205,0,0,0,0
7,0,176,123,145,144,146,1,1,1,1
7,500,163,141,140,140,140,0,0,0,0
8,0,185,123,137,137,137,1,1,1,1
8,500,157,134,132,132,132,0,0,0,0
9,0,170,126,131,131,131,1,1,1,1
9,500,149,127,128,127,126,0,0,0,0
