##ver, min, mean, max, stddev, count, total
0 0.0 2.1020408163265323 49.0 7.272221399382219 49 103.0
1 0.0 1.6122448979591826 35.0 5.302579272276424 49 79.0
2 0.0 1.3469387755102047 26.0 4.0236334140102965 49 66.0
3 0.0 1.2448979591836729 16.0 3.1591837833324496 49 61.0
4 0.0 1.1428571428571432 24.0 3.6571847095819523 49 56.0
5 0.0 1.4693877551020411 23.0 3.835698767371282 49 72.0
6 0.0 1.5306122448979589 21.0 4.010933187428286 49 75.0
7 0.0 1.2040816326530615 24.0 3.719204618355549 49 59.0
8 0.0 1.8367346938775497 33.0 5.467125001526209 49 90.0
9 0.0 1.4897959183673464 32.0 4.861080336799244 49 73.0
10 0.0 1.5714285714285718 39.0 5.866571968932673 49 77.0
11 0.0 1.612244897959184 31.0 4.7688936808001445 49 79.0
12 0.0 1.591836734693877 19.0 3.4212471370523794 49 78.0
13 0.0 0.8163265306122455 17.0 2.5550070889314207 49 40.0
14 0.0 1.367346938775509 35.0 5.085493574665021 49 67.0
15 0.0 1.2448979591836729 30.0 4.45126673096593 49 61.0
16 0.0 1.306122448979591 21.0 3.4168947990869123 49 64.0
17 0.0 1.1428571428571432 21.0 3.29772648956823 49 56.0
18 0.0 1.2653061224489799 24.0 3.8717755950601567 49 62.0
19 0.0 1.4285714285714293 28.0 4.330127018922192 49 70.0
20 0.0 1.1428571428571432 24.0 3.7024766485871807 49 56.0
21 0.0 1.897959183673468 26.0 4.682613666351229 49 93.0
22 0.0 1.5714285714285716 28.0 4.354116825871045 49 77.0
23 0.0 1.510204081632653 22.0 3.7031655882703465 49 74.0
24 0.0 1.591836734693877 33.0 5.016299961736987 49 78.0
25 0.0 2.632653061224491 31.0 6.405381453483147 49 129.0
26 0.0 1.5306122448979589 25.0 4.021308041837502 49 75.0
27 0.0 2.0408163265306127 25.0 4.596009064365291 49 100.0
28 0.0 2.6734693877551 49.0 7.663190575466485 49 131.0
29 0.0 1.8163265306122458 34.0 5.348962007513524 49 89.0
