patch,offset,count-ms,lookup-mus-1,lookup-mus-50,lookup-mus-100,lookup-mus-inf,results1,results50,results100,resultsinf
0,0,6,4,3,3,5,1,1,1,1
0,500,3,14,8,9,8,0,0,0,0
1,0,9667,306,453,457,453,1,1,1,1
1,500,424,446,409,410,409,0,0,0,0
2,0,461,306,424,393,395,1,1,1,1
2,500,367,389,384,385,390,0,0,0,0
3,0,3571,284,379,383,379,1,1,1,1
3,500,355,374,368,351,355,0,0,0,0
4,0,7305,340,438,433,435,1,1,1,1
4,500,404,413,390,389,386,0,0,0,0
5,0,4157,309,378,381,378,1,1,1,1
5,500,353,373,364,342,342,0,0,0,0
6,0,907,281,335,337,334,1,1,1,1
6,500,311,330,327,326,325,0,0,0,0
7,0,4215,328,377,375,375,1,1,1,1
7,500,347,367,358,334,336,0,0,0,0
8,0,9146,311,368,368,373,1,1,1,1
8,500,337,365,357,356,327,0,0,0,0
9,0,395,600,476,604,682,1,1,1,1
9,500,417,449,409,409,408,0,0,0,0
