patch,offset,count-ms,lookup-mus-1,lookup-mus-50,lookup-mus-100,lookup-mus-inf,results1,results50,results100,resultsinf
0,0,2,1,4,4,4,1,2,2,2
0,500,4,6,4,4,6,0,0,0,0
1,0,10572,449,1068,1066,1012,1,2,2,2
1,500,844,836,796,801,796,0,0,0,0
2,0,563,593,706,688,648,1,2,2,2
2,500,496,510,505,482,485,0,0,0,0
3,0,569,644,667,660,661,1,2,2,2
3,500,545,529,528,528,528,0,0,0,0
4,0,449,496,537,536,536,1,2,2,2
4,500,360,330,330,330,330,0,0,0,0
5,0,449,306,511,508,507,1,4,4,4
5,500,456,436,436,436,434,0,0,0,0
6,0,428,389,479,477,478,1,2,2,2
6,500,425,407,406,406,406,0,0,0,0
7,0,385,367,474,468,466,1,2,2,2
7,500,411,413,397,394,396,0,0,0,0
8,0,473,312,536,535,534,1,4,4,4
8,500,468,450,447,447,445,0,0,0,0
9,0,401,292,459,461,463,1,2,2,2
9,500,398,384,383,379,391,0,0,0,0
