patch,offset,count-ms,lookup-mus-1,lookup-mus-50,lookup-mus-100,lookup-mus-inf,results1,results50,results100,resultsinf
0,0,3,3,2,2,3,1,1,1,1
0,500,2,9,7,7,8,0,0,0,0
1,0,2524,265,305,299,299,1,1,1,1
1,500,234,251,248,248,246,0,0,0,0
2,0,255,262,266,265,267,1,1,1,1
2,500,207,223,221,217,214,0,0,0,0
3,0,224,226,227,227,227,1,1,1,1
3,500,173,187,185,185,187,0,0,0,0
4,0,205,200,261,246,240,1,2,2,2
4,500,193,206,205,203,202,0,0,0,0
5,0,214,215,236,237,227,1,1,1,1
5,500,178,192,190,187,186,0,0,0,0
6,0,5435,209,211,223,321,1,1,1,1
6,500,246,266,256,255,257,0,0,0,0
7,0,6042,289,290,287,290,1,1,1,1
7,500,218,236,233,234,231,0,0,0,0
8,0,226,285,282,280,278,1,1,1,1
8,500,212,231,229,225,225,0,0,0,0
9,0,259,248,298,300,298,1,2,2,2
9,500,234,251,247,246,246,0,0,0,0
