patch,offset,count-ms,lookup-mus-1,lookup-mus-50,lookup-mus-100,lookup-mus-inf,results1,results50,results100,resultsinf
0,0,5,4,63,78,1069,1,50,100,1361
0,500,4,412,424,461,1070,1,50,100,861
1,0,38175,3570,4372,4970,24296,1,50,100,1444
1,500,3545,2476,3198,3898,14798,1,50,100,944
2,0,2998,1092,1619,2233,18939,1,50,100,1205
2,500,2821,2150,3267,3853,13537,1,50,100,768
3,0,1909,462,1045,4453,16988,1,50,100,888
3,500,2094,2350,2980,3613,11534,1,50,100,629
4,0,3598,1698,2294,3142,20224,1,50,100,1200
4,500,3590,4089,4285,5297,5006,1,50,93,93
5,0,1705,1694,2292,2905,20257,1,50,100,1288
5,500,1698,4635,4292,4487,5031,1,50,100,181
6,0,2746,1070,1666,2281,19666,1,50,100,1000
6,500,2751,3074,3684,4279,13843,1,50,100,740
7,0,3608,1714,2310,3696,20357,1,50,100,1206
7,500,3617,4107,4296,5025,5164,1,50,99,99
8,0,1888,485,1074,5009,15608,1,50,100,818
8,500,1891,2156,2715,3286,10918,1,50,100,561
9,0,3001,4162,4161,4160,4161,0,0,0,0
9,500,2740,4158,4159,4160,4159,0,0,0,0
